GeneFamily	SRR4096731	SRR4096732	SRR4096733	SRR4096734	SRR4096735	SRR4096736	SRR4096737	SRR4096738	SRR4096739	SRR4096740	SRR4096741	SRR4096742	SRR4096743	SRR4096744	SRR4096745	SRR4096746	SRR4096747	SRR4096748	SRR4096749	SRR4096750	SRR4096751	SRR4096752	SRR4096753	SRR4096754	SRR4096755	SRR4096756	SRR4096757	SRR4096758	SRR4096759
K07161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3291139241	0	0	0	0	0	0	0	0	0
K07164	578.7255626716	546.7701214835	364.6577879061	221.2164622187	51.7398703725	529.5590099921	353.1222718125	348.1100370499	583.6491596890	169.8209809418	558.0556593178	425.7307308943	609.5781488812	331.5510707989	347.8054051060	97.1712296409	300.1454154593	448.6768656280	0	448.2246816313	0	765.7257672148	343.4445231889	319.7753938070	118.2133206189	495.5005759585	531.2096232306	439.2422396777	41.2488548652
K07165	0	0	0	0	0	0	0	0	0	116.4214462117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07166	418.7089394421	118.4438958466	136.2751464898	266.5126996580	12.7137061721	284.8472056562	160.9458715220	113.6426485172	67.4879796439	507.0931098162	275.5366269935	33.6314725876	504.1298348893	71.7190604020	275.7941119464	156.8414899305	466.9965675987	138.9335626108	1017.1559215271	556.5286216972	152.5309892021	58.7111221267	0	89.2441003054	37.9584612266	148.0255144605	234.6214765439	96.7318277981	38.2486930500
K07170	488.9376706897	68.1324060861	191.9532795755	585.4293547922	55.8478593909	324.2833383591	1937.9511905377	119.0268784199	226.3198594153	4309.5550669197	1719.2751251419	290.7374642528	430.7447060334	41.0032827397	4202.5243880049	2132.3805792676	1434.6647080918	1225.9136110830	2273.5927728931	803.4627748946	377.5032950695	493.8706484111	53.1319548203	109.0511560578	35.0026675202	131.9870954890	263.5204010523	222.0381238021	105.1558550895
K07171	765.1559361394	641.7335042203	443.9123955642	740.7724673844	148.0901671130	737.4550398082	808.1055920673	559.5459414951	711.2513342656	1907.1427869138	1359.3522218069	493.2514934205	539.8067075460	529.3881841053	1421.7785569180	1493.4303785348	847.4664583389	1271.2950740152	1393.7877633073	1068.7394636664	225.9934947165	660.0750948130	524.2363241966	573.5599559892	216.2856350795	708.1173184322	603.1719934922	678.4412472192	164.3088992267
K07172	25.4471219827	0	57.8643865580	215.6005434611	105.9373833520	0	0	31.9148936170	0	456.9448497742	44.2206296323	0	0	21.1646136618	0	46.1170061032	21.1646136618	0	81.8968295127	21.1646136618	16.6821377328	0	0	18.6915887850	0	10.6382978723	41.9979469951	15.0342462369	0
K07173	1130.1388723076	391.7229700380	509.7604901858	1096.5449247455	208.3964186350	790.6346242786	1937.3630797394	435.6326137555	664.7356727682	4714.9263676802	1949.3029201165	579.4565521496	881.7018245716	470.9981595248	4296.1462631437	2518.9218900063	1674.6323234113	1419.2201643354	2264.0573733743	1118.7161061445	440.0620245845	801.3234862767	392.1677658822	368.9940018179	188.5323959021	513.3033042719	807.3672327929	472.0194569550	248.1007347579
K07174	0	34.2264616336	0	0	0	0	43.6235365719	0	0	19.8688763397	0	26.8583989918	0	0	26.7962719012	0	12.4587623010	0	0	0	0	0	0	36.2303805765	0	0	0	0	0
K07175	806.4942841384	632.8694658126	436.4804713426	264.1943394345	79.6491436028	592.3420537063	454.4923868502	391.5348576095	689.1229079300	172.1823606676	638.4607122999	561.2068747504	603.8506866121	371.9889103594	363.2409889430	203.1556456563	325.2233413033	570.6568895864	45.0159339417	302.0242951349	0	641.5932614721	521.2241536870	384.7584430724	150.5151478683	485.8854747278	620.7022627289	527.0478716635	87.9534159554
K07177	421.3429982078	38.8073815472	133.9765094728	548.7683996646	30.8627367048	216.4649896092	1745.7239767162	54.5359138051	288.4653657766	3736.5838171247	1498.1147193380	206.7664852720	284.1869924313	27.7803402931	3258.7439238602	1899.8525263971	1392.9828547442	1135.8314818037	1852.5799791963	776.8870106315	294.3436560029	401.8578307311	29.5844718604	88.4089674703	18.7250347699	104.4069091674	176.5691499623	171.2715162278	52.5225298093
K07178	0	0	0	0	0	0	0	0	0	0	11.7357195694	0	0	0	0	14.6074189141	0	0	0	0	0	0	0	0	0	0	0	0	0
K07180	4.7716449786	0	39.6518187833	78.3092817009	43.8343543102	5.8163404909	11.1021110884	27.4917302553	0	137.4040257905	57.6210197524	0	15.8748384431	10.0525979987	16.3826984558	302.5556779882	0	0	96.1991948634	16.9308787001	17.4443216031	0	0	12.1644257755	10.0553235703	0	0	18.5026465358	0
K07182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8673831488	0	0	0	0	0	0	0	0	0	0	0	0	0
K07183	0	0	4.6454792655	16.2970105499	0	4.6362812207	0	8.4597001059	8.4133871828	26.9415973192	35.0778159958	0	0	0	4.7492251214	23.5443430857	0	0	6.6976499034	14.7188841775	0	0	21.4712435719	0	0	0	0	6.4792693677	0
K07184	11.9453924915	0	0	0	10.2389078498	0	10.2360007210	0	0	122.8523585536	56.2766629949	0	0	0	13.6518771331	52.6205479803	0	0	56.0422287620	0	0	0	0	17.0648464164	0	0	0	20.4778156997	10.2389078498
K07185	0	0	0	0	0	0	0	0	0	0	13.6674259681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07186	0	0	0	0	16.7343289173	0	0	17.2143612941	0	134.8706972871	17.2660289278	0	0	0	14.5001801465	65.8920554494	0	0	74.3960227114	0	0	0	0	10.7175138686	0	0	0	30.3594081230	0
K07214	230.5926233984	139.9063772502	139.2810760726	64.4973158898	39.3088272291	152.2260319065	126.3564082559	156.6707382887	127.0763360241	391.3822941630	193.4490244196	130.3511516255	184.2371252420	147.0140075932	120.3436717194	123.4965491680	79.5527713136	134.7452783127	180.1349995472	57.0505449795	29.0595089830	171.9286384677	126.9392829186	112.0464695537	32.7902991254	134.8808188256	167.4843016576	191.8519556136	25.1688169960
K07216	0	0	12.5670228546	0	0	0	0	0	0	0	9.0720473670	0	0	12.7368519284	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9748148690	0
K07217	0	17.1288420758	15.5260570971	46.7268084904	0	0	21.6699681753	29.5588411664	0	35.1658580991	79.9099099444	0	16.8230351508	0	26.1027716181	182.2075147501	0	27.3738197585	18.6842189550	17.0468580054	0	18.5420829668	0	0	0	20.9873222320	18.6690687461	31.0935748669	12.4791647875
K07220	125.7607925821	249.8777146695	210.3598058888	169.4507011217	35.7553721763	282.2096284076	130.6309976982	227.9707210277	203.8466175827	158.0244416188	322.1111258272	158.1501056494	437.0338056958	210.4575645924	212.0177129088	92.2580678602	137.8699738156	86.4110968469	38.8040216849	136.7493193228	0	176.1560101683	194.1090122739	139.2399511872	83.0216597370	204.1734672182	204.1023118807	221.8768727838	53.7312363621
K07222	0	0	4.9605598297	0	0	0	0	0	0	9.4937252024	5.5675203233	0	0	0	0	13.2788754905	0	0	0	0	0	0	0	0	0	0	0	0	0
K07223	102.7186651717	12.0407999655	77.5810426387	214.3304177427	57.5105308115	122.0948703369	180.8584143528	97.4961477223	25.2670605898	871.4026304374	311.4785387158	30.7398003670	41.0427202552	63.4930990807	520.9057916581	297.4304599298	531.4315145706	72.0256773088	1069.0062592010	706.9304891383	153.3066705596	50.4369548555	28.5176121680	42.4692036153	23.5682132462	46.1755641911	89.1491389193	66.7962420460	15.7592210690
K07224	0	0	6.9476544630	0	5.4894784995	0	0	22.8659501300	0	95.8921756566	27.1244824250	0	0	27.5923935730	24.7500960774	67.1262875540	0	0	42.1761246192	0	6.7377081537	0	0	13.7236962489	0	0	0	12.8087831656	7.6180158729
K07225	0	0	7.0422535211	0	0	0	0	0	0	26.0954590197	8.0482400491	0	0	0	0	0	0	0	11.0628664212	0	0	0	0	0	0	0	0	32.1878780477	0
K07226	0	0	0	0	0	63.9817470132	0	58.3940366487	0	0	0	0	0	9.7300486827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07227	0	0	10.8695652174	0	8.6956521739	0	0	0	0	17.3909991025	0	0	0	0	0	0	0	0	26.0829980072	0	0	0	0	0	0	0	0	28.2499445350	0
K07229	0	0	9.2917108202	0	8.0539751718	0	0	8.2136618553	0	138.0181464277	20.5173595424	0	0	6.8433039407	12.2887437200	60.6982034400	0	0	64.1706277782	0	12.1525528462	0	0	17.7925583858	0	0	0	15.0536814747	0
K07230	0	25.7579757728	25.7941486704	0	0	154.6763984927	0	53.5280401254	0	0	15.8415841584	0	0	21.8225076436	0	0	0	0	0	0	0	0	0	0	0	31.7233241921	0	19.8312062894	0
K07231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.1382783291	0	0	0	0	0	0	0	0	0	0	0	0	0
K07232	0	0	0	0	7.4079764862	0	0	0	0	66.4190424706	11.9701257150	0	0	0	0	26.6021179503	0	0	29.6436022265	0	0	0	0	8.8999604363	0	0	0	0	0
K07234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.2449770129	0	0	0	0	0	0	0	0	0	0	0	0	0
K07235	11.3624477228	0	13.8222890263	11.3555884625	8.5066769389	0	0	17.0454545455	0	139.1669986358	31.2250858372	0	0	17.0454545455	22.7112223934	53.5251955647	0	5.6818181818	59.3299741727	0	8.5227272727	0	0	0	0	0	0	22.7272727273	5.6818181818
K07236	6.1538461538	0	12.6825358508	0	22.6883151451	0	0	18.4615384615	0	154.1615702947	27.6923076923	0	0	12.3058904624	12.3076923077	88.2746617599	0	0	64.6153846154	0	9.2025117150	0	0	0	0	0	0	34.2294383817	0
K07237	0	0	15.7792761373	0	7.9051383399	0	0	11.8577075099	0	154.0581834649	23.7154150198	0	0	0	15.7792761373	55.3048457876	0	0	43.4782608696	0	0	0	0	11.8577075099	0	0	0	23.6998537238	0
K07238	183.0076580473	103.3754711042	64.2613431282	45.7371824983	16.6773504374	92.0316923345	45.1741560055	46.1569749828	76.3716417776	215.8190725201	76.0366618005	42.1754820165	168.2825565217	34.3358578681	43.6613116632	79.3160696699	38.3238681053	51.6997691844	93.7971231792	40.9291005807	19.7567067333	61.5325466987	52.1175246983	99.6848433594	21.6380057452	66.2477062926	79.7359992963	71.7115808330	53.9565898657
K07239	188.0627044722	299.7243617852	176.3538441341	97.4780858142	27.6932829599	252.2326279296	218.9098685640	205.5851643042	320.6425825912	104.3840746683	313.1390438187	256.2499007335	446.2583812843	222.5588752209	234.9317691157	59.4820567932	161.0845255071	149.1387236964	27.4801462611	212.2169361164	0	368.9961486142	166.9386567070	141.9515224458	84.0801952592	213.9344417983	235.1115388480	244.0357517642	27.0617719943
K07240	1427.9460926647	1067.5032647735	963.0589605793	546.4024188876	123.6447497423	1309.4900198166	877.3279355369	856.2018322061	1291.3989910581	326.0742134016	1206.7318782332	1111.7085655408	1375.3761693733	800.2543425910	721.4620876211	354.5150743374	606.6743787487	995.9518659251	157.3460385857	623.5781753283	0	1430.2890172871	950.8517214342	651.3176755934	360.3565665346	855.3745110066	1147.5233098383	1009.8386998939	143.7773002312
K07241	0	0	0	0	0	0	0	0	0	0	6.0869803685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07243	7.8089664018	0	21.5533417150	0	18.2175465340	100.3716641073	0	86.1277140939	0	104.4723914450	45.3108558441	0	0	20.2431743247	4.8603309585	32.3860564865	0	0	42.7527118845	0	5.5068657128	4.3475090792	0	10.4586377517	0	26.9422711261	0	25.7016602786	0
K07245	9.2956410825	0	0	0	5.7731147525	0	0	0	0	96.8527904566	0	0	0	0	0	46.6262346140	0	0	34.3546789712	0	8.3523895063	0	0	7.6279442435	0	0	0	17.1998261571	0
K07246	10.5531640585	0	10.5249238941	0	0	0	0	0	0	70.4139136395	12.4702449756	0	0	9.5084933349	12.4379718264	37.3965133178	6.7681644901	0	37.0861598828	0	0	0	0	10.4877092653	0	0	0	0	0
K07248	41.4212658376	40.1267244559	59.8668123070	13.6090752324	14.4447426153	187.1142433167	7.2168816619	68.7173335013	9.3719733392	101.8817831956	49.0646706229	9.9805520698	22.1118778222	24.2808761006	13.5456859808	28.5276012293	24.2506334891	0	48.5685690063	8.6086599992	0	0	18.5368350590	34.2565348652	0	70.0646088420	21.3913008727	48.3233488560	11.5886399816
K07250	14.1502122295	0	18.8723110011	12.2984069785	12.7190409935	0	8.4830212274	16.9941197266	0	114.9537899176	29.5238298026	0	0	16.8892001340	31.9881421193	97.9638321005	0	12.1274994011	54.3577192980	9.1977765552	9.6026396783	0	0	36.1070326580	8.4662871458	15.8078209678	0	30.5047378371	24.2880632220
K07251	0	0	0	0	0	0	0	0	0	69.6315556761	0	0	0	0	0	27.8465009842	0	0	36.7024596329	0	0	0	0	11.3924050633	0	0	0	13.9240506329	0
K07254	0	25.4020585158	0	0	0	0	15.5221993044	0	21.4730038835	0	0	0	0	0	0	0	15.7441641013	29.4595139892	0	0	0	0	0	0	0	0	0	0	0
K07258	458.5862561941	57.2897067259	241.5970618518	929.9416639936	81.0349737083	372.5176559876	2290.8394247243	147.6570958123	373.7863805482	5846.1397223668	2241.6846621743	289.0379607831	314.8226629765	105.1236509922	5140.2360491691	2883.7213472243	2098.2766483334	1286.6374662833	3667.2204042769	1622.5077233227	574.8912210561	492.0263527537	60.4007661335	135.7837862170	57.6086114205	213.1188678099	302.5519559672	231.8786612573	110.4611627316
K07259	20.7543421239	0	26.8662887203	0	9.7090088974	0	0	31.3308168055	0	154.6352033674	47.1699944852	0	0	22.8739963954	31.5935609989	71.6812360911	0	0	83.8956470493	0	12.1170543325	0	0	14.9884562511	0	0	0	26.5777739520	0
K07260	77.1126077780	30.5749513283	0	13.4945192768	0	25.6402485907	0	0	0	73.3053756628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.2690995347	0	0	0
K07261	0	0	0	0	0	0	0	18.6026793068	0	115.6974915432	25.3117253624	0	0	0	0	38.7232576197	0	0	37.9217210503	0	0	0	0	0	0	0	0	13.8627607945	0
K07262	0	0	0	0	24.1829588454	0	0	0	0	95.9399105861	18.3484457815	0	0	0	13.1381612627	78.3894837235	9.6264659777	0	47.7007269770	0	0	0	0	17.7363889670	0	0	0	9.9775514319	5.3139463787
K07263	154.8064634126	184.7639639718	131.9120960614	0	27.6723659034	180.1612983537	0	114.7048554761	0	131.8157005426	171.8981170423	0	0	118.3031425877	131.7295964230	64.2287461761	89.4760916114	129.6324259822	59.7539462360	0	7.2461203292	212.6027459148	0	101.5422974003	0	0	145.0402472324	145.4832623000	23.2988732340
