GeneFamily	SRR4096731	SRR4096732	SRR4096733	SRR4096734	SRR4096735	SRR4096736	SRR4096737	SRR4096738	SRR4096739	SRR4096740	SRR4096741	SRR4096742	SRR4096743	SRR4096744	SRR4096745	SRR4096746	SRR4096747	SRR4096748	SRR4096749	SRR4096750	SRR4096751	SRR4096752	SRR4096753	SRR4096754	SRR4096755	SRR4096756	SRR4096757	SRR4096758	SRR4096759
K04087	22.0755806619	37.5250004649	50.1523359350	380.6826919076	64.0613901585	0	11.6546748076	214.4383286856	0	451.6197145881	63.1014669619	0	0	142.7721230430	50.1703538628	293.3617640501	38.6133433203	11.8773936693	135.0918227325	34.0909159119	22.1688329003	13.9878813567	27.8924586043	24.1092179715	31.8670396128	38.7528737553	57.6701534155	41.6139438909	13.5151746290
K04088	18.1149730471	28.5655920653	23.6485939475	0	39.8721289589	15.5118622483	7.5119146912	82.0402737574	0	242.1483843350	37.8608429997	0	0	0	23.4919212058	155.0623727562	24.2411550481	0	66.9850260358	0	16.5999003671	0	0	16.3434090252	0	0	0	22.5818947815	10.1233081691
K04091	0	0	15.1107064956	0	8.0489317544	0	0	0	0	82.8725303341	21.5169030092	0	0	0	8.9992826776	25.0641405093	11.0841459277	0	36.9059863129	0	0	0	0	10.8010801080	0	0	0	10.7910964591	0
K04092	0	0	5.0985268678	0	0	0	0	16.1532115750	0	0	0	0	0	0	5.0870018957	12.1137005139	0	0	0	0	0	0	0	0	0	0	5.7714385296	0	0
K04094	681.9273457281	176.9013588554	258.8379009792	801.2576240087	61.4758486081	432.4865482886	1699.0073624447	377.1058695480	322.4578300003	4087.5910531940	1652.3018247659	274.0922581016	700.4626045062	282.1682462100	3540.0252886651	2259.0064327315	1631.1841313544	1054.5783030197	2551.1532303892	1318.5545876379	427.0081673976	499.2255120071	123.9990667748	230.7212513658	133.2744646666	222.7754715827	460.2549801346	261.2912961358	137.8332164664
K04095	88.8759271536	14.1258173552	47.2817057419	63.6036976773	21.7537447357	60.3552385209	150.9769853906	47.5123231034	58.7842220529	398.9637641878	171.5191998286	50.2492556690	39.3992239245	36.8305049243	194.0191754905	210.0826623458	94.8917382316	72.6911997869	246.2573636754	55.8343922127	36.7778182977	61.8683873265	25.7307391241	31.4409922711	14.2017508663	40.5251060761	35.7340187615	58.3042011019	8.7844137999
K04096	347.8745288804	98.7856429866	186.2099454046	487.7643838173	45.0070425940	324.7978118352	1351.9798280655	138.1083044669	281.1284616661	3312.2404467814	1414.3629453339	205.6566911210	309.1926194032	87.5797421626	2851.6196506605	1633.5021407332	1154.7888304614	872.8942554893	1849.1110572515	668.6031361353	295.6002845411	366.2464749401	66.2635568771	109.2248168092	44.6788638111	147.0059807282	191.2231712600	181.4541404425	39.6606444610
K04103	0	0	0	0	0	0	0	0	0	9.9098063363	13.5636194024	0	0	0	0	53.2588703679	0	0	0	0	0	0	0	0	0	0	0	0	26.7022255891
K04333	6.5052744653	0	0	0	8.1260200083	0	6.4935064935	0	0	110.3919592457	17.8560672840	0	0	0	11.3754043354	38.9819438242	0	0	76.3758149405	0	8.1286510887	0	0	14.6103896104	0	0	0	16.2690701492	0
K04336	0	0	0	0	0	0	10.9659012030	9.9500159800	0	105.0399020873	6.7114093960	0	0	0	18.8451775144	47.8424476224	0	0	61.5265827144	0	13.1872177075	0	0	9.8916399355	0	0	0	17.4221043477	3.2370874667
K04337	0	0	8.4507042254	0	0	0	0	0	0	98.5520747308	11.2676056338	0	0	14.0845070423	14.0845070423	28.1611014401	0	0	36.6038930210	0	11.2676056338	0	0	8.4427915809	0	0	0	25.3521126761	0
K04338	0	0	0	0	7.8534031414	0	0	7.8534031414	0	54.9601520102	18.3143289874	0	0	0	0	36.6355802792	0	0	44.5026178010	0	0	0	0	10.4712041885	0	0	0	0	0
K04477	147.6813005748	223.1010346362	150.7368786234	81.2878358031	36.6216939184	208.4314976816	140.4430474218	180.0587043715	206.9686622683	188.4379545948	306.7213597434	164.1008157129	337.0096373503	154.9562100380	258.2411711117	66.7274856945	137.4473442844	162.5614641091	67.5821536478	214.3639234878	10.0687703487	193.6101534348	153.6703736895	143.1524685781	47.3067873923	183.3251078165	146.3558107438	206.5642089436	22.0079921693
K04478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.5690792226	0	0	0	0	0
K04483	43.2766308311	81.0069849238	6.6586324649	7.7679149307	0	0	66.5864861668	39.9488963842	105.4181680339	32.1770573537	73.2435450513	62.1451842286	0	37.7309299286	48.8265735525	0	44.3891426561	115.4138495540	0	0	0	0	0	86.5557765768	0	0	26.6303035013	0	0
K04485	1986.1827082766	1272.6986558268	1206.4409643130	1943.5540229178	317.8276348124	1753.2138359489	3182.7281650282	1310.1083489955	1519.4444935131	6918.3315370320	3219.1728339061	1186.1832481709	2092.9134846543	1071.9278034363	6115.3060636959	4088.7117165627	2739.1820003057	2300.2093816238	3942.9249757557	2372.3634075033	654.9175013923	1879.8368103116	956.4624421176	1003.6007078767	456.3716714683	1064.2234433363	1524.9450573126	1156.6018835751	447.2273967011
K04486	33.3356870632	24.2723329955	25.1323779884	15.4972342823	0	0	0	14.9693312251	28.8716533480	0	25.5791111066	0	0	17.5861187012	15.1282098150	0	13.9959172013	19.3105808855	0	0	0	0	0	0	0	22.9452820128	20.4218657118	0	0
K04487	1015.3722123105	454.9244695709	520.5471544609	2277.0334205776	309.2549631744	804.9534001815	4287.9126702088	759.1190581445	925.3299247137	9526.2582748026	3729.9253517596	751.0244985368	718.3442090196	595.4255990661	8274.9917587186	5555.8023781728	3283.5183379187	2432.5812281268	4960.7482041669	1794.5751752080	794.1271140660	1150.1852737449	386.3312252951	452.3880469652	227.8276039859	591.6104615327	778.0599438594	667.4636207775	211.1857386747
K04488	1283.0315406864	1126.4740182384	581.9742162892	1655.8234122835	323.5432190222	664.6439281698	877.8897945519	1288.2296192518	1162.5718020107	1873.5462264200	1095.4032811000	907.7791519302	957.3612517446	1124.2831463027	1103.5325227795	2133.9684376650	1075.1059070077	1244.4908665392	2523.7212286607	1409.2923502327	469.2360373082	1165.0543921833	1006.1575584228	971.1584273063	489.5675722605	1072.2631049909	1184.7623760851	862.7110823522	239.3878117107
K04516	1171.8973012243	1042.3248949490	841.3803375371	362.3518342442	132.8185259849	1263.3733314409	729.1470386821	601.4064995675	1130.5570855267	406.9502421045	1089.8949490883	940.1871153789	1404.0664893309	716.0273212043	747.3992788300	198.5875116097	616.3804561611	730.0438386123	66.8826478127	838.0776642085	0	1399.9769661621	787.0861599203	630.1269565984	319.9903562564	856.2139937812	982.9455723462	920.1541072001	128.9105129954
K04517	55.6800647184	0	41.5205086448	32.9301570221	7.3454914193	106.6151805730	0	74.4458020071	0	110.8627062676	54.9236222828	0	0	32.5329611396	0	37.4759708727	11.6733630863	0	16.2711715522	0	0	0	0	31.6328597282	0	43.7752461911	32.8027588318	25.0777380678	22.6848000172
K04518	726.5829066199	552.9087393177	515.2176947589	197.7793148805	71.2975937857	696.7482142193	411.6884061802	355.3308205957	655.8077819127	248.5092571739	648.2625506047	480.6587715742	825.8269425677	416.5283006683	409.1303160442	103.9663544365	316.8177061776	413.4000088753	40.7100924318	373.5538378046	0	743.1661685108	418.9153992251	353.5431113913	153.8367418721	432.2224775672	569.7684497111	484.3351064767	98.9562938350
K04561	0	0	55.6807094871	568.0499887818	129.7279572901	0	0	317.5093870598	0	578.3141611591	30.9221083388	0	0	232.1413627998	61.0619303353	461.3727819307	72.7973281885	0	110.7154437921	68.2628385767	17.3018215933	0	0	0	35.7402796397	50.7477936413	94.2929727076	0	18.3160958870
K04562	12.3812551948	52.1619044597	45.9514964747	0	0	194.9804158495	0	62.8401891242	0	0	26.7225590784	0	0	27.9848064622	0	0	0	0	0	0	0	0	0	0	0	50.7046029074	0	49.4248202772	0
K04564	318.2749651076	89.3399862553	283.7451634285	473.4894828000	137.9468322516	365.9353841521	95.1294623393	340.5939396666	65.8177218000	768.2061819648	272.9380031554	44.9208681518	370.4425144713	254.5582721284	116.9855936186	531.3290316688	144.8613172034	62.6122245094	257.4943026286	170.3226539955	46.6854164816	73.6538572689	96.0531616250	176.1714726627	64.4230262235	180.3013929026	192.1655536496	156.5295255373	96.1934028490
K04565	7.9332990765	31.4357375495	7.7131154451	0	9.9646234726	0	9.8404280226	0	0	208.9896280825	18.2205021512	0	0	5.9240431920	8.0404822091	35.2970493969	0	0	44.8560828835	4.0555745310	0	0	0	13.8494701790	0	0	0	8.0200604802	0
K04566	27.7461169519	58.0655776599	0	9.6801508947	0	0	59.2918572010	26.4491391073	61.8159656423	25.1600801872	37.4203091022	51.6110575904	0	18.7120399044	40.6215683589	0	21.9334272976	88.3925491224	0	0	0	0	0	52.2513902055	0	0	10.9694346425	0	0
K04567	3021.1497517602	2377.1913122202	2088.0934582292	2910.3049427731	522.7235085157	2704.2325995958	4427.8962519904	2257.6462543590	2630.0022312397	8185.4239717339	4676.1622717986	2153.3695063029	3384.2569350893	2042.5418570749	7338.4611764579	5093.7350427615	3902.6397281004	3525.6105678466	3851.4396393818	3795.7203790986	662.3629686225	3252.9769725901	1968.1497658528	1646.5766431332	812.9051119783	2179.6581223042	2599.7576988625	2115.7715234988	544.0622565259
K04568	0	0	43.4017544046	0	51.8323197090	0	13.7691765384	113.3254117629	0	400.3768142023	41.1796595916	0	0	95.3150586706	49.7756944803	224.7949989405	34.9552665714	0	126.9736488943	0	21.1876141016	0	0	18.0056521011	0	27.5702990565	29.6640246963	37.0255169604	0
K04651	21.9720728481	57.7956595425	41.4954750662	17.4599750186	19.0437512127	122.5758340998	14.6666851579	41.8568846864	0	251.2651379405	62.4703138987	0	0	31.1351099927	27.3168069088	82.0926630105	12.5740991766	0	106.6425250596	0	12.9313184084	0	0	25.0363979957	0	41.8681417675	0	57.8405207088	6.3001698055
K04652	149.3350553938	181.5729409872	81.2270296289	45.0030599566	34.2399729287	226.6730373445	108.1167362671	127.6193982682	137.2068246497	160.7179396681	158.2499498580	90.7641374479	130.3042277712	115.1135408982	98.1856486914	107.9303170155	80.3263315763	118.0880535324	73.4914467554	76.8098614513	7.2745149164	119.3993799197	101.4738640670	104.0336308500	37.7505096358	77.3608377379	124.1263921362	104.8479807229	25.2588693449
K04653	37.8983998689	82.8137402546	34.5502216673	0	21.1734245327	117.9975951451	45.6260073386	63.6496554390	87.0343345720	241.3644907596	58.6856751886	20.7815441291	0	24.6461848468	50.4558137716	25.2100840336	25.4960542637	124.6246602147	75.6695201445	0	13.5474750648	0	0	42.5589669624	0	40.4858299595	0	64.2932840383	8.2502636682
K04654	44.7330219974	78.4110753733	43.7398155057	13.5548774947	23.3142014926	145.6631504574	53.9032000803	64.3431636163	44.9871217546	128.7203796994	72.4003942515	34.6548521174	0	43.2167285978	42.9387563847	46.9130530544	27.3148265780	76.7308881027	36.8667071499	0	19.3874063219	0	0	56.7386207681	0	37.8814584489	18.4530400980	46.6859055638	0
K04655	35.7533499301	107.4879397829	32.6683257645	10.1609399340	11.4846133181	152.8491079281	59.2678482027	70.1169984597	72.2216044262	130.6866432468	87.6760055895	40.7198940297	15.4388031943	42.1380551633	45.1129758117	39.9019106080	26.6323032016	103.9857581827	47.4323453344	0	8.4362508796	18.3974251235	0	62.3674232409	0	32.7592191298	39.7825309704	54.6187657166	11.5428970390
K04656	11.2775746492	28.2906920094	13.6372429542	0	8.5462221791	55.9917573435	7.9286285483	39.4922641601	0	100.1682174469	32.0346305630	0	0	10.8475638413	16.0257999539	25.4784947995	0	0	56.0931518782	0	8.9797963233	0	0	14.8312178223	0	16.8740438641	7.1685120669	23.2437794557	6.0666230594
K04691	10.2579427911	4.3971641335	27.2740243714	35.5096959850	25.1368455038	0	12.4991970296	37.9177729949	0	245.0428468134	37.4034060363	0	0	24.5490854240	0	117.0971704181	15.8292726412	0	119.9272511210	0	20.3279218845	0	0	9.6804019481	8.1422264199	0	0	21.3103841004	0
K04720	55.4456888525	14.1459081003	32.2917057802	10.0909347586	0	66.4937944073	28.3159019884	27.2564762311	41.4117803775	7.0199346076	27.1230937800	39.3319478113	48.5219465976	25.1946172552	17.1653426168	0	13.1269287485	21.1504215991	0	17.0939913636	0	31.2342916257	31.2717601931	0	0	36.2838544811	37.3252151968	30.2896743298	0
K04744	9.3415263527	22.7606773242	20.8234832394	0	22.9819708058	45.3261293650	0	75.3314570437	0	204.6327630564	34.9769522736	0	0	36.9444919798	19.7469444790	101.2230404737	8.4346133445	0	72.1652919510	0	10.2056180808	0	0	14.2976697490	6.1821986681	20.2785507660	0	28.5137771995	0
K04748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2835788810	9.9324216587	0	0	0	0	0	0	0	0	0	0	0	0
K04749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2523908364	0	0	0	0	0	0	0	0	0	0	0	0	37.6265215609
K04750	0	0	10.0860427346	17.6776993353	19.9029656189	0	22.6802318674	22.3306631707	0	165.3661541563	44.6416157617	0	0	0	76.0391030684	62.0496842513	0	7.5600772891	109.9312319545	7.5600772891	19.6664957976	17.7902563173	0	9.8865446974	0	10.2301790281	0	34.4026421229	14.6699266504
K04751	748.0473106088	596.0520165118	538.0362321066	753.5747550637	182.2448733770	691.8561802545	546.9756279165	688.6248947667	745.6897393354	803.0294566965	708.3350923954	547.1543907525	916.8204836606	605.2628680013	496.7696397287	446.1973929848	424.5142413805	498.2720941678	187.4080007905	450.0895041009	38.7893266109	801.2577692128	446.3664649761	400.2449494424	259.1968164018	565.2946924608	689.8685730331	456.2390379607	79.3871107084
K04752	11.0162978507	13.8024553993	22.8030491921	9.3235848350	30.5325672779	21.5579420432	0	42.5952290898	0	138.0116970222	50.2151267859	0	18.2802808708	15.4357235060	16.3647285072	163.7445140929	22.1433579875	18.6422117535	92.2113520052	5.9041516139	0	0	14.6404873516	25.9687745753	15.5371476391	12.7517450875	12.0424895226	25.6608592352	12.3135445469
K04753	8.4748799629	20.0231971900	40.6525863425	0	12.0794419909	135.5475773875	0	66.0855211613	0	151.5864351300	53.6849274556	0	0	27.0367226143	39.6802234289	54.0542637040	0	0	74.7854284168	0	10.7917355160	0	0	12.8187317668	0	42.6018163732	0	45.8532673450	10.7454075300
K04754	10.6419609269	27.2355689155	34.7350139151	0	0	100.6642260368	0	66.7643194117	0	90.1506448800	35.3872248456	0	0	11.6681419495	13.8690854125	30.5108820453	8.5743891411	0	48.5393125252	0	12.4807419673	0	0	16.6435506241	0	33.8721557379	0	27.2741727587	0
K04755	0	0	76.8760222540	441.2512008747	82.8777294807	9.9338474474	6.6335174144	291.8928897009	0	514.6501116816	46.4840420012	0	0	146.1678769292	53.0279848019	450.9748660117	66.1782762973	0	126.1754293658	36.4730056206	26.5560713736	0	0	13.2780356868	29.8079940843	36.5161649435	43.1277532546	19.9007693653	9.9667774086
K04757	0	0	0	0	0	0	0	6.7164617447	0	8.9641763548	6.7053971798	0	0	0	0	0	0	0	0	0	0	0	0	11.1496170675	4.4779157529	0	0	0	60.4063917971
K04758	261.0400526928	275.3403466040	139.9377783589	178.8403452628	113.0643677193	259.6592554870	170.8558256013	170.3918999049	200.2631288305	382.9472758471	277.8398017731	160.5726650425	434.1732534278	184.0577543148	271.8414614816	132.0555025064	105.5747158232	222.1159916330	235.4629338679	109.7275826094	10.3626943005	266.8624970377	263.8874871145	234.3507373522	89.2422246886	232.3028523344	208.5170650073	275.6332759615	76.6199133017
K04759	1515.0721362048	1458.7342214102	998.9757789031	634.0636601052	214.9780558070	1367.2100608607	973.1572579472	858.3580575897	1294.6054138709	959.7347780644	1429.1299437104	1091.9182470541	1567.6097486816	825.3550999384	1004.9473376217	570.2937214254	803.9948492860	1334.4864567219	331.2271148792	915.0899150153	62.5355206583	1404.5936630735	1151.9087869827	1146.0605616284	368.0216386800	1094.8763969424	1160.3223893403	1124.0164348807	251.2465593742
K04760	15.1622772010	0	102.3298826846	602.6121413989	130.9259974126	12.2222623781	28.6800331152	261.3436205030	0	812.5011676314	83.9947434338	0	12.8333738115	224.1637079091	71.7297222487	371.4298367847	81.6384504271	0	191.6026896058	61.3370690820	33.2909628620	0	0	24.3541736112	39.6103428842	83.0760200414	94.3507493590	39.7433639326	26.9937819951
K04761	73.9381738400	59.5136085336	92.4596794072	223.8248291214	61.5864276237	67.3381003135	39.4292040495	173.4243126628	55.9319177726	407.1575616282	94.6162752130	43.7031532605	47.0874842616	114.8950289752	58.6852237338	303.9260426022	62.3777824471	35.8927902029	140.5652181195	40.6493809295	15.8340174097	82.9049463509	52.6658204095	49.4136336456	28.2070832348	50.9492000969	54.4185919730	84.3694273052	15.8045781833
K04762	551.8568236015	596.5237837494	557.5089497616	345.3720755656	102.2506341901	791.0366131270	396.9664504646	497.7579797836	750.1907760821	470.5847458336	746.5085023330	494.6679807338	836.6516754151	466.2884389725	503.5235958845	255.4492009094	371.4350986296	442.9547728512	122.1919462269	609.2665768206	15.8492219985	758.4525156795	489.0765001761	362.0949210593	177.7245257116	481.6462170421	523.4108209518	562.9433571171	61.4284229005
K04763	1034.7263613527	981.1761178317	940.5453976834	1087.7634597877	209.4688002937	1252.3193133248	2427.0423863166	831.1888042962	1338.1303741834	4193.9607372221	2619.2443727524	1039.6464588374	1265.8210214096	714.5042337295	4037.3758668948	2493.7231583192	1851.3220478972	1658.8527330954	2057.1138696995	1543.0413294098	299.1380909432	1421.2548514357	677.1994778545	594.2246832544	320.6884319113	898.7384610088	959.7637668953	926.9356971892	198.8095223066
K04764	83.5377934893	130.9890417522	74.8035740613	70.9998717951	49.0832983488	89.3429613641	48.4707688963	54.9443200704	106.5391011608	64.5175223882	103.5254226724	32.7893276742	106.2420436026	83.4831160254	51.0928955687	113.7956226029	61.9447082754	96.8791670738	37.7075825030	23.8536017144	0	44.0069051602	124.1790292766	82.0119458260	47.6097560588	82.7340323343	128.9862482358	77.7039098913	11.6420971220
K04767	204.3894667826	27.7566588281	72.4369294994	12.9848198516	0	97.7447768546	0	9.7804443498	0	101.1226847738	0	0	306.6222224571	0	0	0	0	0	0	0	0	0	0	63.6147627569	0	40.0194668751	103.6859881872	0	10.2682642853
K04768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9737251816	0	0	0	0	0	0	0	0	0	0	0	0	0
K04769	391.1248727146	516.6982322559	194.1604924089	313.9152638578	0	291.7876258089	0	267.5714007616	420.6561324601	353.6470221874	426.5507872645	336.6206394566	0	307.1187756515	325.0880463494	524.1269640163	295.6253183513	582.1673821688	0	0	0	381.6125112873	380.5728910298	356.3997984353	0	0	357.4061359667	373.8926154755	0
K04770	5.8132798830	0	8.1342694035	0	8.7196854286	0	0	9.2514334845	0	101.7158522875	14.5265419290	0	0	8.0868368702	10.4424538089	39.4904611176	0	0	40.7054850577	0	10.4412779308	0	0	7.5477588422	0	0	0	10.4508049690	0
K04771	11.1795445163	18.0567663935	28.8429642880	40.3144279049	24.1262926573	101.8800937070	0	61.1107145649	0	152.1878459622	49.9698610628	0	0	30.4957789171	21.6155353954	57.7223682950	0	0	56.5397358144	0	10.4383579651	0	0	16.2049206158	0	29.0094922478	0	34.6047254738	0
K04772	7.1051039792	0	11.9238929696	0	13.0517814378	0	0	18.9552602181	0	191.2898786843	35.5236814143	0	0	18.5253730767	16.4554466488	74.6757636902	0	0	75.9521229409	0	12.3568989172	0	0	15.3481368138	0	0	0	29.9247302649	0
K04773	114.3818887364	99.7237965820	90.2571714148	60.9780159556	17.3705089667	151.6895727019	99.4439558481	133.3592333924	132.5677892673	137.8057955022	120.0475965181	0	102.6266260189	93.1523770671	66.4165190700	122.0467735890	63.1332335648	0	49.8029317744	0	0	147.0295046140	0	66.7222798290	34.7026232484	0	0	110.9125144972	21.5506008279
K04774	0	0	35.5471218655	0	36.6313398602	0	0	82.2975250254	0	206.2143210766	19.7983714897	0	0	68.4855639506	19.7086343692	164.8335232449	28.3174802650	0	67.2408709082	0	11.8677299152	0	0	0	14.1165776962	0	0	0	7.9290355395
K04775	0	0	7.7156040258	0	6.4687653969	0	0	0	0	71.9984314409	19.2697394790	0	0	5.1981173664	0	47.7468216533	0	0	32.0726555833	0	0	0	0	0	0	0	0	12.7834971346	0
K04781	0	0	0	0	0	0	0	0	0	21.2584937088	0	0	0	0	0	0	0	0	10.2362204724	0	0	0	0	0	0	0	0	10.2362204724	0
K04782	0	0	0	0	0	0	0	0	0	102.7356758271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.5256916996	0	0	0
K04783	0	0	0	0	5.9385838070	0	0	0	0	14.5586469117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2496425710	0
K04784	0	0	0	0	6.3985098137	0	0	0	0	19.4062733753	0	0	0	0	0	0	0	0	7.4389560366	0	0	0	0	0	0	0	0	0	0
K04785	0	0	6.3742058579	0	9.1018779686	0	0	0	0	11.8114331235	0	0	0	0	0	0	0	0	11.8321372559	0	0	0	0	0	0	0	0	10.0119526154	0
K04786	0	0	0	0	7.0504515287	0	0	0	0	17.5361178039	0	0	0	0	0	0	0	0	9.2156934665	0	0	0	0	0	0	0	0	9.9078905708	0
K04794	27.8803902029	37.7144814264	0	0	0	0	0	10.6390108926	0	0	0	0	0	0	0	0	0	20.4911979760	0	0	0	0	0	0	0	0	0	0	0
K04796	20.3289132497	91.4961725599	0	15.2316245829	0	0	40.6624961542	20.3312480771	101.8558573520	45.7130836994	76.1850752675	50.7519344290	0	15.2700821770	40.7394113424	0	25.3830014218	106.7372968203	0	0	0	0	0	50.8383521308	0	0	10.1680413607	0	0
K04801	28.5062777813	76.7426387797	0	0	0	0	51.5350635706	17.5483742177	88.8202722954	23.0264537128	55.9149006418	31.8043836656	0	29.6072336505	41.6639932393	0	30.6973363866	93.1953929313	0	0	0	0	0	52.6314232138	0	0	14.2485459845	0	0
K04844	0	0	0	0	0	0	0	0	0	80.6076512541	11.6290378881	0	0	0	0	28.6605932579	0	0	32.6904516499	0	0	0	0	13.4346303835	0	0	0	10.2980280448	0
K05020	0	0	0	10.7349669465	0	0	0	0	0	27.9880568081	0	0	0	0	0	43.9121900233	0	0	0	0	0	0	0	16.4913968826	0	0	0	0	43.3615679826
K05245	0	0	0	0	13.5130572842	0	0	16.2153279402	0	169.5890406824	16.8918918919	0	0	0	12.8378378378	47.9695643958	0	0	81.7540199963	0	14.1882767305	0	0	14.1887329598	0	0	0	21.6207097786	0
K05297	57.5813751634	107.0337705138	38.0483577405	25.4746954690	24.6590069206	82.3747635932	24.7933884298	16.5289256198	57.6491166619	16.3945441107	49.3846538520	8.1967213115	0	49.4523953504	82.4425050916	0	41.3223140496	82.4414036038	0	41.1201910420	0	41.1868310527	32.8557282321	16.5289256198	0	140.2937447610	24.7933884298	65.7780964749	8.2644628099
K05311	203.7946914908	16.0676597373	99.4036286642	605.0578801576	51.1874286647	178.8035023259	1989.1371867260	60.2710047952	363.1483296917	4307.3777963705	1878.9498459611	283.8613015068	46.1685148076	28.1229064096	4184.0010659705	2430.2587850705	1553.3668732429	1111.3564553176	2023.5136940035	810.2609850326	360.3319509387	487.4829317448	16.0764083094	30.2282016617	29.1636861083	110.3916938078	154.5609653839	174.5630905259	97.5527239186
K05337	0	0	9.3240599870	0	0	0	0	0	0	72.4028049669	18.7614944234	0	0	0	0	71.1868244985	9.8191754347	0	0	5.5199115044	0	0	0	18.8791866432	9.4059312787	10.8367972177	0	11.1461704317	36.8842542036
K05338	0	0	0	0	9.9676455501	20.7455756679	31.1486788773	0	10.3694233228	111.5806821073	57.1226700760	0	0	0	0	49.3170042393	0	0	0	116.8091324134	0	0	0	0	7.6152606386	0	51.8875255229	15.5709923152	0
K05339	8.8302062581	13.6163150241	22.8981714766	101.4275226143	18.0683543379	0	22.2376693424	0	10.1534328107	351.2818765980	62.4114860748	0	0	0	58.0496381073	111.5909653318	0	14.5335090959	76.2833411847	406.3258738504	0	0	0	31.9764700015	0	43.9996366527	53.0471987960	30.7679477791	0
K05340	399.3902081484	76.6390033092	139.7235483340	339.7623472727	25.3768673078	208.8342684264	787.0349403074	49.3379630748	142.4718206086	2457.3817863056	748.7336029436	94.5558578122	508.4512687428	30.9465821085	1659.3232574336	1096.5598456078	512.1672071428	522.3380343495	1019.4528738059	337.4171718761	163.3200787861	273.6253286475	38.7996845271	139.3857477384	23.3095185036	101.6766640353	194.2081922419	149.3529674218	79.9059664714
K05341	16.1914133319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5808536388	0	0	0	0	0	0	0
K05343	0	0	0	0	0	0	0	0	0	11.2163853811	23.9090307173	0	0	0	0	9.1751066276	0	0	0	0	0	0	0	0	0	0	9.5355992493	0	0
K05344	62.7820532421	6.2794348509	21.9780219780	94.1841409822	0	86.3422291994	86.3397686058	15.6985871272	0	291.9642242476	155.4061778859	0	18.8358439590	17.2684458399	216.6232936024	98.8718537251	328.0660534529	42.3837246497	618.4286978153	373.5894955280	91.0395100709	12.5588697017	10.9890109890	0	18.8383045526	25.0958683068	47.0933007879	12.5588697017	0
K05346	0	0	0	11.1248075473	0	0	20.0003437751	0	0	33.3867995012	0	0	0	0	67.9262531246	20.0445434298	18.8569669477	0	32.2107833991	50.7306973315	0	21.1556517883	0	0	0	11.1248075473	0	0	0
K05349	904.4434246663	1142.8109719440	621.6113834363	443.4200989138	126.1778001999	962.3614699199	848.1257347979	931.0172939034	1057.8701727765	530.4313885023	1055.5838949176	870.0194498112	1338.6262486410	893.9599563942	876.4445829411	231.0983751147	632.5952846167	831.0619893808	170.2636315016	755.9691674848	21.7897656781	1104.9303488098	775.0130697760	635.7881433752	332.2337199211	861.2300432446	891.5903686975	887.9991452319	106.5842496489
K05350	451.4264993756	57.2260964031	140.7665685848	131.2213052351	0	201.6835958773	15.5849465480	60.7061012222	0	349.2774881377	95.3079532899	0	596.4364081204	54.0057646846	0	172.9061182369	62.6929103824	0	86.6690543576	182.5046649234	16.9907826538	0	17.6520687465	145.7595862787	20.6137825687	53.0957124194	211.1825659451	42.4313244186	22.7019129555
K05352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3243503369	0	0	0	0	0	0	0	0	0	0	0	0	0
K05358	0	0	0	0	0	0	0	0	0	0	8.3554039814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05362	196.8509562071	17.0483852078	52.3782337222	17.8886059037	0	94.5694967701	0	11.5651038569	0	124.2149793209	0	0	211.4047647690	10.1850126174	0	10.9738632389	0	0	0	0	0	0	9.2323623607	55.8299577387	8.6080212411	39.8647765018	63.9197679692	13.0740338341	38.8915877004
K05363	291.3416423604	37.2702817717	83.8422928897	12.7104304683	0	132.0869437806	0	11.8644067797	0	123.8361869552	19.6268482306	0	394.7070131291	0	0	0	0	0	0	0	0	0	9.3198823835	82.1712739729	0	39.8205788594	101.6484664488	20.3553606309	19.4772283510
K05364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0291326177	0	0	0	0	0	0	0	0	0	0	0	0	0
K05365	0	0	12.7721038301	0	20.1029576457	0	0	22.4258254944	0	148.8282746955	27.7397766770	0	0	19.9045219669	14.2242735602	113.8678029230	13.6568266057	0	59.1902758727	0	10.5963629828	0	0	11.6047852376	0	0	0	15.2129221359	0
K05366	910.5922005690	569.5962384678	634.4630286257	837.8112968775	111.2940836955	916.9803507825	1975.1055530397	478.4653771659	889.8447745294	4045.5439080369	1995.0418185341	694.7164638072	1067.3539342776	403.3256265042	3485.3018153992	2167.8020077524	1474.0515843487	1195.9740948562	1920.6154674239	1073.6769899079	339.4645193278	1088.1607911952	412.5492550821	419.6322412630	185.9294280779	555.3731491834	658.3700892837	592.4035631923	135.8115503892
