GeneFamily	SRR5451791	SRR5451792	SRR5451801	SRR5451802	SRR5451803	SRR5451804	SRR5451805	SRR5451806	SRR5451807	SRR5451808	SRR5451809	SRR5452015	SRR5452016	SRR5452017	SRR5452018	SRR5452019	SRR5452020	SRR5452021	SRR5452022
K03673	8.5991874137	0	0	36.5233984945	8.2909779324	0	8.3984961093	95.6872804800	0	0	0	132.4226909190	0	0	0	0	35.9070617274	47.3365388536	0
K03674	0	0	0	21.9165059735	0	0	8.3823669460	0	0	0	0	72.9559291625	0	0	0	0	0	0	0
K03675	0	0	0	32.5972017790	0	0	6.5199717308	0	0	0	0	19.5599151925	0	0	0	0	0	0	0
K03676	0	0	0	68.7767568563	13.7826068575	0	0	513.9898741225	9.0330736919	0	0	1105.3130556990	0	0	0	0	110.3772620421	686.7761849541	0
K03677	0	0	0	43.2447418443	11.0696124224	0	0	85.4820371599	0	0	8.3694929648	48.3400635262	0	0	0	0	33.5847271753	0	0
K03683	0	0	0	35.8157524831	0	0	0	392.1568272498	0	0	0	1035.5483242279	0	0	0	12.9075320022	166.6359136257	665.3266294583	0
K03684	31.1407975458	0	0	43.0367051820	9.0298625336	37.9381414353	0	52.6064079036	0	0	0	53.7163902664	0	0	93.7528496048	0	19.0209643999	26.4495416478	0
K03685	103.8649524298	0	18.0938243504	75.6461227785	27.8865395119	79.2694662912	27.1449215568	569.2501412534	15.0752028680	0	26.1822775758	1739.5837809342	10.2329009612	7.2885401750	157.9033000432	13.3466139330	92.9874922857	1067.5367900055	12.9454125666
K03686	254.6014648641	97.7596871911	118.9011066407	346.4697061264	250.1179340909	326.5842042477	133.2250846550	1937.5534909779	68.1562592260	69.7044178424	115.0999412769	1968.7872278132	69.1221909217	79.7071853047	311.0455635677	88.7176377043	728.7646629210	1105.2929849749	174.6243448268
K03687	138.9125616008	14.2151017150	26.1613664491	58.4390650289	30.0259131508	79.8320225567	34.0905001361	570.3527111889	11.0556212868	0	24.9440447681	1119.8068446392	8.2807304241	11.5373006076	148.1754467069	17.6792070817	61.7684853682	585.0599764873	29.3000925670
K03688	164.9298169047	6.3453091268	10.7183598196	72.8046723286	21.2426650403	82.3256890792	14.9630488159	1431.9815979737	9.5664379324	0	22.4435409133	1186.8737291461	0	0	168.5891178969	8.7957425952	480.5672245555	780.0333027381	20.1196197966
K03690	0	0	6.8128534476	69.3932035827	0	0	5.1265668942	157.1666058465	0	0	6.8353860825	137.0346841816	0	0	5.2120094591	0	60.2734120469	58.5940838099	0
K03694	14.5054543021	11.2088700598	22.4147662180	57.2564040503	25.1931676890	9.9646535616	24.9229154857	1107.3548601793	0	10.6542783333	23.7289103350	1393.3114102158	0	0	0	15.3342239145	199.4337552335	999.9213552811	36.1006331834
K03695	2034.8608333437	739.1618701733	1201.6931298822	2758.4821769031	2193.9632887839	2045.8203363473	1767.9587116560	3054.5503819676	587.2556327675	1012.9231950883	1068.9644973753	3223.3126257780	729.8745441930	1301.1849974373	2140.1166754201	1906.8629745525	2391.5082465524	2540.2050117099	2202.6325270310
K03696	566.7212069717	124.4505809917	250.4799713855	596.8078870809	443.9260108274	505.8544728503	422.9737757203	514.2782810441	119.3132819006	197.0664531516	231.2990681793	1868.5146663155	124.0063018011	308.4282550034	548.1324434240	310.5094441086	541.4224694936	983.6469201455	498.2436197728
K03697	28.3257915641	12.9700497721	19.1034269300	49.5339282704	25.4945077974	28.0418076242	47.6792886309	41.8961906583	18.5889610452	0	15.0492227952	24.1032853265	9.3106929166	13.5699759038	11.7184985111	24.0763196228	31.0560581866	41.8714549452	0
K03698	18.6900166518	0	14.2202386185	43.8742154336	33.9721249154	42.8658406947	21.8861792049	26.2303404414	0	0	31.8442686134	718.5830311926	0	0	0	14.2744022033	10.9936116365	248.8726311795	0
K03699	170.2357168717	0	5.1953680738	25.8430725043	21.3764919421	114.3368966771	21.9656782962	152.9167257364	8.2345897204	0	16.8594266178	44.9795899547	5.4809315434	11.8351875990	184.0690133332	8.6767724686	31.0123848237	37.2557660933	39.6852621834
K03700	73.4724929007	39.2252873349	31.4068494383	51.3294949992	29.1616367820	50.8429694388	34.6732350962	35.6888219954	18.0812865167	11.9643202439	56.6744228485	507.7806096148	29.4897307704	13.4747533842	0	31.1072448613	13.8904126534	173.2680952392	36.6977339345
K03701	1690.1525863293	586.9148798600	954.4018832510	2424.0878712121	1869.6210854832	1831.9053254196	1423.1477996866	3534.4704154669	472.9312446497	765.7090007971	984.0167416636	3773.6032110489	564.9298441557	1162.0622798487	1594.1344331576	1547.7155484786	2518.4777754701	2688.1108240471	1919.7314220071
K03702	1226.2358440892	355.7130435312	621.7932072739	1579.3469926093	1263.7067860004	1112.5016082437	918.7589092881	2137.6057614393	303.5068250573	473.2006572173	638.4433741203	3169.5201651967	373.4304075230	867.3703869058	1168.1163461718	940.4258370056	1329.7647867318	2175.5787597816	1206.8546582984
K03703	108.7169394855	34.1742236526	52.5658794633	197.5577008972	105.7615427752	136.1972358643	54.6128726780	1020.8437173844	22.2050548288	23.9308452203	69.7234916760	1983.8439838396	22.5345458020	52.0154913070	117.8085727879	66.9887750744	412.2116946022	1219.2739123913	78.0934101633
K03704	207.7226241062	31.6736930583	106.6515776712	294.7754704676	247.5024893233	181.0048593011	120.2867576556	1492.5527826542	85.6631754531	21.6108586601	111.1962663137	3428.9057210161	67.7198424797	70.7035465338	130.9393008560	75.3165758082	467.8524204849	2083.0555186737	275.9190001661
K03705	80.4764719549	28.9733653623	53.4720448429	148.7057118828	103.7946093093	125.9598449273	67.2480714637	576.0450388710	0	0	46.0704677624	642.8856236393	19.3495985048	0	70.0016039557	0	39.6778214738	261.6494410987	52.4225375206
K03706	72.4535550044	32.1929305222	59.0523600484	146.2670957722	120.7101161353	87.2685388412	53.6443444982	0	18.7620900184	29.4955187745	65.8868274299	940.7078140666	34.8990887377	33.4863898487	0	36.3362122364	0	413.5766597519	44.3540661065
K03707	32.5119783254	0	0	0	0	70.6231127573	6.3097913876	78.3960959614	0	0	0	319.8466251616	0	0	239.5794721044	0	34.1182447943	134.6577420167	0
K03708	0	0	0	0	0	0	0	43.6674911237	0	0	0	998.5048862281	0	0	0	0	23.2890612781	551.1907805370	0
K03709	0	0	0	0	0	0	6.3423426997	34.3660947841	0	0	0	514.8605269294	0	0	0	0	9.8137409303	198.9404994775	0
K03710	80.0563507058	0	10.2764598870	16.3284155961	7.4411461761	64.1607425976	22.1101898310	368.1388752769	5.9415133702	0	7.1496834423	106.4754499342	0	0	87.5249344185	0	26.3160175913	83.1303169006	0
K03711	119.4636509617	0	0	47.9932395942	18.8002075141	64.6689034747	23.9197258408	1141.5493220206	14.9398875301	0	12.5876936567	2217.3195979212	0	41.7247151931	86.0688218692	29.4370710784	134.3963381038	1002.7422594297	14.4204673644
K03712	16.1014864923	6.8827700435	16.0226175563	62.6039918291	23.8322786523	21.2040828298	31.3896682822	76.2720770722	9.8543845324	8.1867453369	25.9793255389	275.4452314204	0	0	7.2704871651	12.5322920642	16.2484682107	123.9646327096	0
K03713	0	0	0	12.1268132476	9.9276032422	0	8.9424032468	0	0	0	0	514.4260586617	0	0	0	0	0	194.2419403904	0
K03717	0	0	0	47.2356142842	11.4949810696	0	11.5002769176	11.5119243319	0	0	0	32.1608053587	0	0	0	0	0	5.8791941567	0
K03718	43.7158223109	25.2665079269	27.6883924356	116.0505757010	59.9243294661	60.0284597522	48.5688218116	41.6803044980	18.5047442834	25.3947660254	66.7066020905	141.6701933338	13.8843456831	9.2113417347	0	0	39.4148400956	55.1346850894	64.4862217959
K03719	43.5739402182	16.2858898293	0	116.9003980028	29.4802764023	65.8721770930	18.1123106936	1538.1661681677	0	0	27.1027918571	926.2493005313	6.8158961797	0	88.1053798117	14.6420541610	174.7911890311	529.7396132978	20.2562464111
K03720	0	0	0	41.0257609051	0	0	13.4118750608	10.2596281864	0	0	0	37.5020547992	0	0	0	0	0	0	0
K03721	0	0	0	30.4784179726	0	0	0	27.7055482335	0	0	5.2986850205	25.8408472228	0	0	0	4.2919165787	6.5049691839	6.0163838950	0
K03722	0	7.5457304567	13.3121945808	45.7246775479	22.2943517196	11.9936473262	21.7061469005	612.2127761776	12.2266941847	0	11.8028970399	745.1473280048	0	0	0	19.9527226757	57.1605807426	220.2695303568	6.2748095757
K03723	327.9334730636	95.9702538945	174.3201055997	460.3312143324	341.2933452767	337.7056992564	280.9005988157	1478.6415852875	56.9029350429	119.8591953328	176.0161413098	2138.1809686717	77.9465923614	203.2932855303	350.7498383959	257.2951777392	540.4038479360	1264.8420891772	393.6065885674
