GeneFamily	SRR5451791	SRR5451792	SRR5451801	SRR5451802	SRR5451803	SRR5451804	SRR5451805	SRR5451806	SRR5451807	SRR5451808	SRR5451809	SRR5452015	SRR5452016	SRR5452017	SRR5452018	SRR5452019	SRR5452020	SRR5452021	SRR5452022
K07386	141.1035144038	37.7120459008	64.8237179027	142.0903220692	112.3608267467	169.7544768701	112.4642219178	181.7849636337	21.5977017769	0	45.8045788889	143.0338202155	0	0	173.5452718442	0	81.1152352858	75.4093615030	149.1469534850
K07387	0	2.7262074087	0	73.7314975688	13.2710904451	0	4.1478827962	24.4219895253	5.4345386782	4.1016070155	18.5793009240	49.0822590653	0	0	0	0	8.9550752669	11.8018771527	0
K07388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5149004565	0
K07389	0	0	0	38.4902809372	0	0	0	0	0	0	0	9.7705950395	0	0	0	0	0	0	0
K07390	5.5813542054	0	0	41.9079831087	0	0	8.9864375236	1167.5669650996	2.7876977735	0	10.1289842228	1273.4705148657	0	3.9048930699	0	0	114.2739799008	770.0697508942	14.4000188915
K07391	226.7339374602	44.0087632570	39.6092961083	161.3014461586	115.6814244378	187.1839260792	120.5795187233	899.7867688217	29.4151052185	54.8233844012	93.8932485340	994.2139506185	24.6092133603	45.0698016093	194.1319966396	57.6509380056	532.7481092776	624.0973010684	190.0120158740
K07393	0	0	0	51.4372911489	7.3566957710	0	7.2631029875	25.2823898788	0	0	0	26.2382640112	0	0	0	0	0	0	0
K07394	0	0	0	0	0	0	0	36.2976424208	0	0	0	119.7211873854	0	0	0	0	17.1595993416	82.7019702467	0
K07395	0	0	0	5.7894441096	0	0	0	209.2222984567	0	0	0	272.9727497335	0	0	0	0	0	176.0998340942	0
K07397	0	0	10.1288832757	34.1816672336	15.8491185615	0	0	626.6701355122	8.0815765861	7.4873916979	8.0610015516	1021.0106037847	0	0	0	0	166.0777012744	711.2997273257	0
K07399	0	0	0	0	0	0	0	154.1425370113	0	0	0	46.8328522406	0	0	0	0	0	15.5388287602	0
K07400	5.1168395464	0	7.2860564627	47.9263871745	16.6222179782	0	0	371.7478768668	0	0	0	943.8570088587	0	0	0	0	139.0735362854	652.9057921953	0
K07401	0	0	0	0	0	0	0	50.8165772717	0	0	0	0	0	0	0	0	0	0	0
K07402	0	0	0	88.7529959348	12.0553756969	0	6.0091125490	21.7324925136	0	0	14.6865361717	31.0793917378	0	13.7695376690	0	0	11.7673478335	23.4896752849	0
K07404	0	8.0567957378	16.0429092746	50.3922076509	15.2517952783	0	25.2668574312	28.6012424737	11.1158745112	0	9.2457841703	24.7101270700	0	0	0	0	0	16.1880865527	0
K07406	0	0	0	49.7972118269	0	0	0	13.6217611261	0	0	0	18.1636591916	0	0	0	0	0	0	0
K07407	226.5683567736	0	57.7909370914	117.2728563584	99.7967420646	299.3330268294	44.3915949835	0	0	0	57.0632462046	26.1496479657	10.4877154792	0	532.1576892862	21.3177671343	0	30.1245619452	127.7907266126
K07442	88.6190697762	0	3.9806308533	0	0	53.5544593159	0	0	0	0	0	0	0	0	116.0459976442	0	5.3465219050	0	9.9325554957
K07443	6.6990197240	0	0	37.2016326466	9.1381578886	6.2151724947	8.7286947578	19.5910575034	0	6.0283062786	0	24.3693525485	0	0	0	2.9676764404	15.2646217833	11.8963859941	0
K07444	49.9438135861	18.5257840773	39.7968549785	95.7844447492	63.6435996261	74.4089969406	65.7121213727	679.7318758938	14.2352365630	0	65.3001104860	964.0486174334	18.6717171706	20.1491302431	31.3435883224	34.2193397958	54.0241277189	437.3595800158	70.0054737083
K07447	71.2207836644	15.1974228581	32.4918883363	74.1310676885	28.1127335703	72.6725333967	50.8082873922	582.0842287341	7.1992422651	12.6013579740	17.5648370877	1104.9474649446	0	23.2893892454	90.0530348673	23.2194662027	163.2432937225	689.4456016252	0
K07448	0	0	0	22.8508446607	0	0	0	0	0	0	0	22.9507248554	0	0	0	0	0	0	0
K07452	0	0	0	0	0	0	0	0	0	0	0	8.1762291686	0	0	0	0	0	0	0
K07453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8606570330	0	0
K07454	0	0	0	32.2198562075	3.5361369176	0	0	5.9199187499	0	0	0	14.4139662213	0	0	0	0	0	0	0
K07455	0	0	0	19.9541969726	0	0	0	0	0	0	0	12.4232097184	0	0	0	0	8.5996067967	0	0
K07456	70.6149235896	26.8479725847	61.2031077131	128.9290060630	88.6500494940	99.2082677077	61.0128871458	68.6672397265	19.3578166366	0	51.4600544783	670.6645120806	0	34.2609397509	0	30.7184699039	68.9061626255	364.1083455651	80.8573211603
K07457	0	0	0	0	0	0	0	0	0	0	0	54.2299363706	0	0	0	0	0	0	0
K07458	75.2568703616	0	0	36.3645703322	0	37.0241613421	0	12.4640082105	9.0585024760	0	0	25.2006171274	0	0	51.8526448695	0	0	0	0
K07459	0	0	0	42.4543312102	0	0	0	17.5530923895	0	0	0	32.9702539349	0	0	0	0	0	0	0
K07460	14.7890338745	0	0	47.2905990041	5.5986047383	40.6020124049	2.8752383720	27.6255899195	0	0	0	25.5230858466	0	0	95.7250462373	0	0	5.6144280073	0
K07461	0	9.7804746484	13.9618122593	25.8359845193	9.5357209681	5.0102869746	7.6429447408	58.1573096232	4.3709971149	0	0	239.3089127143	0	0	5.8126118649	20.9710170824	27.4701537873	0	0
K07462	24.2459835152	12.0149715477	18.5460257651	78.6107955225	40.9559829580	38.7965534465	43.5288299159	402.7131707524	13.3449566642	8.8664757712	24.8455193257	870.8425645997	0	16.9057432652	9.4791747254	18.2655171523	137.3167339837	366.8129802541	27.9298086430
K07463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5483170710	0
K07464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6761499352	0
K07467	0	0	0	0	6.9542552790	0	14.7788312620	0	0	0	0	0	0	0	0	0	0	0	0
K07470	0	0	0	31.9476501195	0	0	0	0	0	0	0	22.7970400413	0	0	0	0	0	0	0
K07471	0	0	0	51.3044861597	0	0	0	8.9236000636	0	0	0	11.1359235989	0	0	0	0	0	0	0
K07473	207.6910007609	28.9972429524	41.8290041428	63.6229332614	58.7168798990	46.0000832321	40.2880703516	116.5523091019	20.3577894465	25.1908891133	38.0139167743	619.5626490886	122.4072061677	20.7652729612	46.0331493815	178.5833330947	156.2605883907	298.7143876012	46.4767728292
K07474	0	0	0	0	0	8.1140453432	0	0	0	0	0	14.9459043958	0	0	0	0	0	0	0
K07478	711.7747498833	278.3242661124	358.8379017612	1054.0933580172	917.8956735444	1032.3025803965	537.5660857146	1666.0265642177	134.1366908763	266.9908741045	429.2955229916	2452.1436076372	188.9312545834	352.5993824776	645.5479182506	434.5394734418	977.5331571289	1582.9373134703	1004.5656855348
K07479	0	0	0	23.9023306844	0	0	0	0	0	2.0502282445	6.1686223438	16.9622675015	0	0	0	0	5.7313890603	0	0
K07480	4.3982496553	14.9057018949	17.3593827918	202.3150382969	21.0565515623	10.7202329167	59.1562277247	4.3026899492	24.7293992698	6.3965884861	0	51.6807934880	0	0	0	13.0484106098	5.4169431626	3.8442124546	0
K07481	0	10.5362594043	28.4576188483	51.2980488116	17.9039380150	0	48.4577969731	17.8876566927	28.4474712502	13.7017186776	11.5929343302	27.1366776216	0	0	0	21.0661750447	0	0	0
K07482	0	4.6253367296	0	10.1568327230	0	0	0	0	0	3.4011155089	0	0	0	0	0	0	0	0	0
K07483	41.2351767211	30.7805320057	39.9861637947	446.1883898387	154.3833889526	111.0348501985	117.2024949975	159.2978306688	32.0648027792	43.6547566369	498.5974120959	404.5397371656	19.4152271423	16.1711247396	7.2795946082	27.2221688948	37.2606762996	284.6501479307	46.2460451223
K07484	0	3.9118554214	7.0253282331	862.7431185234	130.6323146113	0	21.2100944410	20.7621339820	7.7899432817	3.8810311131	147.3962926320	96.1323470757	12.3413767979	5.0941574348	0	0	18.6521626644	32.8388857155	0
K07485	0	4.8283517592	8.8869548301	25.4708402801	6.4361941235	4.1232205452	23.1243736246	0	8.1536747204	0	11.4044684887	0	0	0	0	0	0	0	0
K07486	0	0	0	0	0	0	0	0	0	0	0	8.4367693208	0	0	0	0	0	0	0
K07489	0	0	0	0	16.5290667407	12.4138404033	33.0751385490	0	28.9427660231	0	0	17.3579019536	0	0	0	0	0	0	0
K07490	0	0	0	53.7410252346	0	0	0	19.7686859689	0	0	0	19.7710104013	0	0	0	0	0	14.5714391046	0
K07491	343.7990897110	104.1971364549	130.6928929658	633.3032134368	338.0785232559	323.8932366551	204.1948854928	398.6693747587	154.8246897826	102.9401426825	465.8505386305	514.6536541076	143.0404483833	196.5905458960	160.2565310782	117.2237276589	961.1503271555	390.0914961627	545.3569141071
K07493	0	0	0	103.2503931056	15.3305004962	0	21.4962596306	29.8031918038	0	0	37.6005830840	16.9453852811	0	0	5.7074428544	0	0	13.1714433028	0
K07495	0	0	0	0	0	0	0	9.2705865503	0	0	0	11.5848055291	0	0	0	0	0	0	0
K07496	28.6571679973	9.7453935311	13.5205359362	111.3549549497	27.1919137509	120.3775196377	24.2424354272	28.0806911483	0	0	30.5887599669	142.7924545458	0	9.5787878550	0	21.0780406709	34.1275228904	64.2781935262	0
K07497	28.5714091391	31.3494719817	53.1170291076	466.3635505822	103.0453745472	33.8404662350	127.8607318669	530.7490126451	43.6723786482	18.1113675818	76.5712624287	546.8295674352	21.9775040854	13.6409441985	0	20.9553497530	104.5325369871	154.0450949880	10.0823132986
K07498	30.8845565584	86.4835212799	185.2631362589	279.5754003233	165.2639441875	69.4943813411	438.6035169157	104.5525325140	145.1173837032	66.4167032383	66.3787140089	2858.3069094516	16.9892409387	0	0	127.4978718559	56.1822415334	15.6103971608	0
K07501	0	0	0	0	0	0	0	141.1694363804	0	0	0	390.4972441097	0	0	0	0	67.7238920957	255.0880703501	0
K07502	0	0	0	0	0	0	0	12.5839390921	0	0	0	0	0	0	0	0	0	0	0
K07503	141.9655788019	0	0	0	0	72.9579670992	0	15.1103176470	0	0	8.5528190689	5.6972301137	0	0	138.7422967906	0	0	0	8.8608597560
K07505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6655183106	0	0
K07506	0	0	0	0	0	0	0	37.2420712149	0	0	0	0	0	0	0	0	0	0	0
K07507	9.1660669565	0	0	25.1638259716	16.2052102527	16.5938181956	24.7258657777	23.5136052998	0	0	10.6636479234	58.7209942258	0	0	0	0	13.8888179693	23.0505661073	0
K07516	0	0	0	7.3991252240	0	0	0	1503.7438643175	0	0	0	1148.9013491869	0	0	0	8.9423449142	78.2721070775	529.6413449963	0
K07533	0	0	7.8401124236	0	0	0	19.0693141634	0	0	0	0	461.7700566136	0	0	0	8.5260768569	0	138.2680251454	0
K07535	0	0	0	0	0	0	0	109.0050263360	0	0	0	0	0	0	0	0	13.6221448089	0	0
K07536	9.3494953801	0	0	0	0	0	0	531.6742249945	0	0	0	726.7038886351	0	0	0	0	248.4603750203	438.0895575808	0
K07552	0	0	8.4980514754	87.4038766801	12.2455742374	6.0403008193	15.6097594883	133.5058177153	5.4448624266	0	8.7006467896	626.6123261738	0	18.8448930609	0	10.7933767409	71.5113201920	133.7375886171	5.9180307365
K07559	213.2736919540	29.7780175789	63.7892581991	207.8713162701	137.6259568369	121.5916768856	69.6977112551	41.8247860386	39.8543313352	31.8900057367	77.9289585263	52.8248385246	41.8472913889	41.8564040855	29.5228863234	125.4377405087	125.4762567023	103.0617842041	69.7019726309
K07560	59.7095145530	0	24.2623709377	110.1881058437	46.0727398939	122.7688235137	43.5151557654	465.4664996045	23.3225135155	31.6609471081	60.5561023221	1080.1970267030	23.7981452821	0	81.9897218214	16.7193315561	132.3413346026	536.8295563832	38.0014848658
K07562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8762278978	0
K07566	75.5013021838	19.2944587038	26.6513173234	146.2548273997	66.3788989402	81.5693484625	71.7040544999	1521.3861391633	14.3566908913	27.0524036702	43.3289422755	1444.2707727568	0	31.4796037622	129.8180629293	26.1216570689	311.5890840267	867.2440226983	38.4736224339
K07567	150.0673629354	0	28.8346774036	72.5625245275	39.5535706842	73.0808136163	0	511.1294414654	0	14.6984643750	22.8388114938	2409.6123116423	0	0	129.2112686871	26.0274039542	258.6507749319	1349.8314168499	25.8428429079
K07568	270.9526236963	130.8697168125	244.6209656001	525.5270623416	375.8652961917	293.7308113455	314.9125524558	632.9584752687	82.4436243696	195.0795745797	230.1761019861	1505.5359038191	104.1034518883	233.8125797674	182.2028420721	215.2496981784	363.1571224294	784.6141456187	376.7090549134
K07570	5.4031460591	0	0	13.9798928412	5.3339605294	0	17.0921969645	0	0	0	0	0	0	0	0	0	0	0	0
K07571	0	0	0	0	0	0	0	23.6456937494	0	0	0	955.4509332914	0	0	0	0	15.9036722822	472.7882632380	0
K07574	61.9563862061	17.9058097277	0	48.8235599065	36.2728292484	34.8526298768	17.5667775669	96.1357125823	0	0	14.7433468419	748.7619139623	3.7721752331	7.5811860472	84.2793889268	17.6989001212	24.5966802910	232.1826983920	20.5845638308
K07576	0	0	0	48.3863588847	0	31.7985775743	0	24.4478768791	0	0	30.5246916462	0	0	0	0	0	0	30.6826451680	31.8995278043
K07584	0	0	0	0	0	0	0	0	0	0	0	418.5736589017	0	0	0	0	0	170.7940576410	0
K07586	0	0	0	7.7988799631	0	0	9.7230833795	15.8000810209	0	0	0	732.9982508222	0	0	0	0	0	296.5330917244	0
K07588	182.0326472843	59.4073417487	71.8113957588	231.7963718648	116.6419105440	391.4240189190	156.2363244901	501.3078747543	0	86.5828190578	81.1523403722	235.1904398759	0	276.0607195998	356.8087556524	101.6842866609	165.2378158689	161.0876808717	285.9539006582
K07589	0	0	0	27.3817695840	0	0	0	35.7674892031	0	0	0	24.3531766625	0	0	0	0	0	0	0
K07590	0	0	0	0	0	0	0	0	0	0	0	620.1103237235	0	0	0	13.6157959687	9.0703414233	343.9531227679	0
K07591	0	0	0	0	0	0	0	0	0	0	10.1415568905	7.0390403162	0	0	0	0	0	3.7600180325	0
K07592	0	0	0	15.5132867988	0	0	0	12.1590852474	0	0	9.9599944103	19.9053945806	0	0	0	0	0	0	0
K07636	42.2472123106	18.9783409195	28.2326301580	117.2751021440	72.9798739955	38.0817506502	49.0073477637	407.7200444598	20.2912481663	14.5690252000	42.1733450960	1094.1583665676	9.9523748184	24.7835913632	20.5558090719	52.5553145818	224.4641197367	572.4055688493	37.0555224857
K07637	0	0	0	34.4304173611	0	0	6.3892279718	53.7265052122	0	0	0	32.5833931671	0	0	0	0	0	12.8528415510	0
K07638	6.5996706196	0	0	65.7301886069	14.9753301922	0	10.3804547471	493.3586398506	0	0	0	405.9767005306	0	0	0	0	100.4356015034	262.2374830672	0
K07639	0	0	0	29.6598894378	0	0	7.2513463616	129.7159095210	0	0	0	192.0075185838	0	0	0	0	82.6275107687	137.6114494688	0
K07640	0	0	0	64.2165900676	15.6857907732	0	8.9709734903	14.1841204731	0	0	0	52.2525486547	0	0	0	4.7449548445	0	0	0
K07641	0	0	0	53.1864364522	8.6293401246	0	0	15.0095054102	0	0	0	24.3674885626	0	0	0	0	0	12.1424535738	0
K07642	0	0	0	41.5575533774	10.1249905522	0	0	90.7991315602	0	0	0	290.6801384511	0	0	0	0	57.1769454615	154.4470334493	0
K07643	0	0	0	35.0398365297	6.6079549161	0	0	15.3126822905	0	0	6.6068385948	30.2355917509	0	0	0	0	6.6080466197	0	0
K07644	0	0	7.2327266344	48.9860363324	0	0	12.8751986402	15.1097230423	0	0	0	24.1834015708	0	0	0	0	11.5460573654	10.1735408589	0
K07645	0	0	0	39.5215494176	9.0886924215	0	0	0	0	0	0	34.5856512516	0	0	0	0	0	0	0
K07646	0	0	0	55.1615922823	10.5899496709	0	10.3303953062	25.7505903067	0	0	7.5524419336	29.4192349100	0	0	0	0	8.3363963880	13.1620609444	0
K07647	0	0	0	39.3383172711	5.1908144362	0	0	0	0	0	0	22.2683644459	0	0	0	0	0	3.7043352999	0
K07648	0	0	0	52.2363912297	6.9494716417	0	7.3906999409	13.9014974437	0	0	0	37.3565179142	0	0	0	0	0	0	0
K07649	0	0	0	6.2645157800	0	0	0	317.6434923584	0	0	0	88.0127736066	0	0	0	0	16.7046055192	38.7417017907	0
K07651	0	0	0	0	0	0	0	0	0	0	0	374.7168933474	0	0	0	0	0	146.6677532945	0
K07652	3.5360697247	6.3970487946	15.0771429484	15.1206038181	7.1476477139	9.6994998564	19.9432283568	70.9961579920	10.1862403358	0	0	1355.9381859449	0	0	0	17.9956932514	34.9519836295	648.6659159339	6.9367582932
K07657	61.5465280365	0	30.9785662178	87.4521600112	35.2485290086	38.4520259576	29.1659873967	1611.6276259317	0	0	38.6632490568	1683.5097710437	0	0	0	0	681.7456004242	1221.8756799214	27.7147035474
K07658	0	0	0	10.5862636514	0	0	9.0750668867	22.2771987816	0	0	0	854.2879618981	0	0	0	0	14.9261242311	446.6078710814	0
K07659	24.2991452154	6.8007433730	28.7141495483	68.7028895078	25.9576799482	15.3937801652	18.9425620957	2667.3429738408	4.3052369262	11.4242620035	8.6165201999	1933.5704722782	12.9574003591	0	0	19.2535927498	852.7549346969	1338.1873327754	5.7239494911
K07660	0	0	0	15.6832105786	0	0	0	203.4405369988	0	0	0	135.6301927843	0	0	0	0	23.0901491636	37.0516338602	0
K07661	22.5064389056	0	0	28.8039596725	0	0	10.2966655828	972.6018798415	0	0	0	1745.4347258427	0	0	0	0	469.3804641177	1284.1285031433	0
K07662	0	0	10.0299267766	48.4235750490	9.0341110903	0	7.7288603219	37.7456386145	0	0	9.0623148420	57.3813970265	0	0	0	5.4444981102	11.8877616038	13.5787313485	0
K07663	0	0	0	51.2032381986	12.0987875466	0	0	30.1326493254	0	0	6.0309037639	32.2166119599	0	0	0	0	12.0416552009	8.9002208507	0
K07664	19.9964147221	0	0	45.0251423915	0	5.9197291803	13.2879864682	348.4824766695	0	4.5802492630	0	1247.3037484326	0	0	0	0	195.8307162605	761.6584174203	0
K07665	0	0	10.6352987109	55.2666789974	15.4038405641	10.7222023565	21.2394635516	30.3839686908	0	13.7788095635	20.1252455334	52.5616790425	0	0	0	0	19.6139603418	39.2654805692	0
K07666	0	0	0	30.4025571793	11.2367603369	0	9.5953536655	31.0337174654	0	0	6.3423060956	146.6170939744	0	0	0	0	33.3172893716	84.1342329025	0
K07667	0	13.7407137909	10.7255385151	47.7202351008	21.2491046366	31.7375881487	25.6573763502	37.9878771690	0	0	0	38.4941051273	0	22.7160242997	19.7312735432	0	22.7855392417	12.1693616295	0
K07668	110.7084187959	52.8531412118	66.3454376834	262.3722027134	105.8530929569	142.0858631948	101.2298559392	204.7528907671	22.4216756458	43.9584739165	87.6971457724	1560.8664835336	34.7576933578	31.6965228268	75.8912449438	89.1891709279	163.2931335030	816.2914688744	84.9617360048
K07673	0	0	0	26.6864261767	6.6028259585	0	0	7.4943855542	0	0	0	18.9316550042	0	0	0	0	0	0	0
K07674	0	0	0	39.5538389120	0	0	0	7.7913319902	0	0	0	18.5773739304	0	0	0	0	0	0	0
K07675	0	0	0	101.5540077479	18.4118738959	0	11.5661429722	16.6514625909	0	0	10.2655572038	25.1899472894	0	0	0	0	0	0	0
K07676	0	0	0	37.1522868098	0	0	0	12.0847499785	0	0	0	30.3370047934	0	0	0	0	0	5.3216658262	0
K07677	0	0	0	36.5802543565	10.6456027668	0	5.0652048759	10.3356724859	0	0	0	30.0984206066	0	0	0	0	0	5.7160141738	0
K07678	9.4621205120	0	0	34.2122065480	0	0	7.0161378178	208.5873293078	0	0	0	645.8038548213	0	0	0	0	112.5888080549	404.5150744818	0
K07679	0	0	0	9.8644373833	0	0	0	0	0	0	0	28.0015443587	0	0	0	0	0	0	0
K07681	0	0	0	0	0	0	0	0	0	0	0	685.1637787336	0	0	0	0	0	363.3920426481	0
K07683	0	0	0	0	0	0	0	8.7059397630	0	0	0	0	0	0	0	0	0	12.6401147705	0
K07684	0	0	0	47.1344176719	0	0	4.8487696769	5.7351175675	0	0	0	17.5658688535	0	0	0	0	0	4.8540063502	0
K07685	0	0	0	40.5249756307	9.7495879520	0	0	0	0	0	0	21.1044782599	0	0	0	0	0	0	0
K07686	0	0	0	85.4152454169	17.8110473136	5.2605447065	17.9359216004	35.6467417572	8.7136536588	0	12.0936726330	36.6133207044	0	0	0	0	13.8681592233	14.0003415683	0
K07687	0	0	0	40.0873183689	0	0	6.6286417206	14.4071276612	0	0	0	43.5379226549	0	0	0	0	0	4.7379095628	0
K07689	0	0	0	26.0259459776	6.5176920758	0	0	18.0379963625	0	0	0	19.4767047606	0	0	3.2723764130	0	11.4883790461	4.8984569583	0
K07690	0	0	0	0	0	0	0	0	0	0	0	17.2206065642	0	0	0	0	0	0	0
K07694	0	0	0	0	0	0	0	0	0	0	0	693.3055013130	0	0	0	0	0	360.9864903583	0
K07696	0	0	0	0	0	0	0	16.1368576284	0	0	0	729.3544771701	0	0	0	0	0	43.7476548069	0
K07699	0	0	0	8.8943665580	0	0	0	0	0	0	19.6270083165	0	0	0	0	0	0	0	0
K07700	0	0	0	35.0691241006	8.6738572800	0	0	11.6875872405	0	0	6.1505117480	20.9538236646	0	0	0	0	0	9.9543121070	0
K07701	0	0	0	31.9441574813	0	0	0	10.7180592306	0	0	0	25.6962071989	0	0	0	0	0	0	0
K07702	0	0	0	32.4742661893	0	0	0	21.6623873373	0	0	0	16.8572576748	0	0	0	0	0	0	0
K07703	0	0	0	32.0912577115	0	0	7.2888825057	0	0	0	0	32.1167161958	0	0	0	0	0	0	0
K07704	0	0	0	0	0	0	0	0	0	0	0	678.8326011798	0	0	0	0	11.2704383000	247.7082068134	0
K07705	0	0	0	0	0	0	0	0	0	0	0	308.9747520730	0	0	0	0	0	110.0899019779	0
K07706	0	0	0	8.9349603884	0	0	0	0	0	0	0	277.4187273653	0	0	0	0	0	72.2195796779	0
K07707	0	0	0	5.8881143179	0	0	7.3227973104	4.4481040348	0	0	0	652.8083134691	0	0	0	0	10.3574772070	295.7306173013	0
K07708	7.8245065779	0	0	58.0878352942	16.6970660582	0	12.7829344307	540.5603562249	0	0	0	807.8883395083	0	0	0	0	176.9337036721	551.3382597710	0
K07709	0	0	0	50.3895421755	8.1811027653	0	0	7.4033854943	0	0	0	20.7170419175	0	0	0	0	7.8643192282	0	0
K07710	0	0	0	0	0	0	0	8.9433693194	0	0	0	21.2109570660	0	0	0	0	0	0	0
K07711	0	0	0	33.5915342909	4.2874829087	0	0	10.6755883368	0	0	0	30.7616287747	0	0	0	0	0	5.7054769261	0
K07712	14.6186394540	10.6371910454	8.3629977793	75.0421030467	15.7072061444	0	17.1208841842	1060.5053722631	0	0	9.6674231640	1107.1325823331	0	0	0	0	286.3694845600	802.0690702090	0
K07713	0	0	0	51.8432101796	7.7418748065	0	10.7652147189	13.0805687297	0	0	0	26.2182637413	0	0	0	0	0	0	0
K07714	0	0	0	0	0	0	0	0	0	0	0	19.2346562737	0	0	0	0	0	0	0
K07715	0	0	4.4514320586	45.1606599857	8.4382719521	0	0	18.3266793079	0	0	0	48.2915088256	0	0	0	0	8.3548233912	0	0
K07718	0	0	0	10.0656104805	0	0	0	0	0	0	11.5341611814	0	0	0	0	0	0	0	0
K07719	0	0	0	0	0	0	0	9.6918501908	0	0	0	0	0	0	0	0	6.0052970981	8.5089554629	0
K07722	0	0	0	40.8038900850	0	0	0	26.2973053735	0	0	0	36.4214413806	0	0	0	0	0	27.1956492746	0
K07724	0	0	0	28.6383405821	0	0	0	8.1694395940	0	8.1799933088	0	31.5724482173	0	0	0	0	0	0	0
K07726	0	0	10.7588312787	43.3385856491	0	0	14.4194586054	14.9250056427	0	0	11.7343084577	41.4437674601	0	7.9082270568	0	0	0	0	0
K07727	110.2376481193	28.1071831554	61.6195424076	100.7132962062	90.8801445968	110.6025863898	67.5709833170	182.7103918471	0	67.9820682599	34.4554794872	201.3224166208	22.8272689675	204.3385672516	200.7264017549	235.5796898984	139.4794296354	104.7491428691	219.5495657417
K07729	118.5830841518	11.6050432623	16.4652917823	117.6505900766	78.1829692501	43.9606716351	89.5470304315	29.6025578381	0	0	44.9478578095	40.4027613646	0	17.2268252628	46.0535210488	29.1597754128	75.5539940139	81.3085253861	86.8818522768
K07733	0	0	0	17.2228799763	0	0	0	0	0	0	0	9.5026447338	0	0	0	0	0	0	0
K07734	0	0	0	0	0	0	0	8.3805383985	0	0	0	39.5586962981	0	0	0	0	0	13.3315947344	0
K07735	13.3577080156	0	5.3905121966	51.4683002049	3.7211652007	0	9.2055963255	553.4596330360	5.6277580970	0	9.2665666413	938.0110779095	0	0	0	0	245.5890525616	758.1925198177	0
K07736	99.2233245716	0	0	0	0	49.8610785305	24.4599986490	22.6522174614	0	0	0	0	0	0	81.8922236609	0	0	22.3796418797	8.2625207272
K07737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7463556851	0
K07738	125.1883688178	21.4837845226	25.6187239473	195.4738868353	137.8908498670	120.9007151223	44.6589739000	1683.5849339716	23.5679973795	23.6856424206	54.2633109176	2211.9539399262	31.3839028488	27.5521285890	89.7170910134	21.2966339686	774.9291520584	1522.3092496189	25.7755850910
K07740	0	0	0	47.2297153916	0	0	0	8.8775953676	6.7195929067	0	0	35.7935949717	0	0	0	0	0	0	0
K07741	0	0	0	0	0	13.7427004819	0	0	0	0	0	0	0	0	0	0	0	0	0
K07742	0	0	19.5189113613	23.8979093446	15.7346440385	0	10.9943932461	26.6275159668	0	0	7.6190752620	562.3978607364	0	0	0	7.8008576381	15.7017472537	334.8951977676	0
K07746	0	0	0	8.2083124257	0	0	0	0	0	0	4.1041562129	0	0	0	0	0	0	0	0
K07749	0	0	0	23.8433006038	12.2451199487	81.5498667031	0	222.7577994791	0	0	0	61.3289338079	0	0	132.3661008486	0	19.7153514390	35.7699864456	0
K07751	0	0	0	40.0135047531	8.7889971655	0	0	16.7871513521	0	0	0	23.9534535335	0	0	0	0	0	6.3942943784	0
K07757	0	0	0	25.6582182941	0	0	0	11.4788683875	0	0	0	19.1222506773	0	0	0	0	0	0	0
K07771	0	0	0	36.2279924030	7.8990210362	0	0	9.4461754532	0	0	0	28.2855046503	0	0	0	0	0	0	0
K07772	0	0	0	44.0360498314	0	0	0	0	0	0	0	18.2301635987	0	0	0	0	0	0	0
K07773	0	0	0	41.0301788751	14.6486013974	0	0	17.5774930964	0	0	0	80.5788692010	0	0	0	0	0	13.1836000395	0
K07774	0	0	0	0	0	0	0	79.4783390657	0	0	0	23.7982814109	0	0	0	0	0	18.0260341572	0
