"A001"	"A003"	"A006"	"A007"	"A010"	"A011"	"A013"	"A015"	"A018"	"A020"	"A021"	"A024"	"A025"	"A028"	"A029"	"A031"	"A034"	"A035"	"A037"	"A039"	"A081"	"A082"	"A083"	"A084"	"A085"	"A086"	"A091"	"A093"	"A094"	"A098"	"A099"	"A100"	"A101"	"A107"	"A108"	"A109"	"A116"	"A118"	"A119"	"A120"
"336372"	7.14285714285714e-05	0.000214285714285714	0	0	0	0.000333333333333333	0	0	0	0.00030952380952381	0	0	0	0.000333333333333333	0.000238095238095238	0.000261904761904762	0	0.00030952380952381	0.000285714285714286	0	0	0	0	0	0.00030952380952381	0	0	0	0	0	0	0.000214285714285714	0	0	0	0	0	0	0	0
"97286"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"186997"	2.38095238095238e-05	2.38095238095238e-05	0	0	7.14285714285714e-05	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	4.76190476190476e-05	4.76190476190476e-05	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	2.38095238095238e-05	0
"4471525"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0
"4471526"	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"342110"	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"324244"	0.000142857142857143	4.76190476190476e-05	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	0	0.000142857142857143	0	0	4.76190476190476e-05	0	0	0	4.76190476190476e-05	0	0	0	0	0	0
"333333"	0.000119047619047619	0.000166666666666667	0	0	0	0	0	0	4.76190476190476e-05	0	7.14285714285714e-05	0.000333333333333333	0	9.52380952380952e-05	4.76190476190476e-05	0	0	4.76190476190476e-05	0.000238095238095238	0	0	0	0	0	0	0	0	0	0	0.000119047619047619	0	0	0	0	0	0	0	0	0	0
"350666"	0	0.000285714285714286	0	0	0.000428571428571429	0	0	0	0	0	0.000285714285714286	0	0.00945238095238095	0	0	0	0	0	0	0	0.00742857142857143	0.00283333333333333	0	0.000761904761904762	0	0.00797619047619048	0.00128571428571429	0	0	9.52380952380952e-05	0	2.38095238095238e-05	0	0	0.00080952380952381	0	0	0	0	0
"324236"	0.00019047619047619	0	7.14285714285714e-05	0.000452380952380952	2.38095238095238e-05	0.000166666666666667	0	0	0.000166666666666667	0	4.76190476190476e-05	0	0.000214285714285714	0	0	0.000119047619047619	0	4.76190476190476e-05	0	0.000214285714285714	4.76190476190476e-05	2.38095238095238e-05	0.000119047619047619	0.000357142857142857	0	0	2.38095238095238e-05	0	0	0	0.0015	0.000619047619047619	0.000428571428571429	9.52380952380952e-05	4.76190476190476e-05	0.000333333333333333	0.00152380952380952	2.38095238095238e-05	0.000452380952380952	7.14285714285714e-05
"192625"	9.52380952380952e-05	0.000166666666666667	0	0.000238095238095238	0.000880952380952381	7.14285714285714e-05	0	0.00019047619047619	2.38095238095238e-05	4.76190476190476e-05	7.14285714285714e-05	0	0.000142857142857143	7.14285714285714e-05	4.76190476190476e-05	2.38095238095238e-05	9.52380952380952e-05	2.38095238095238e-05	7.14285714285714e-05	0.000380952380952381	0.000238095238095238	4.76190476190476e-05	7.14285714285714e-05	0.000119047619047619	0	0.000285714285714286	0.000261904761904762	2.38095238095238e-05	0	2.38095238095238e-05	0.00030952380952381	0.000166666666666667	0.000833333333333333	0.000142857142857143	9.52380952380952e-05	0.00030952380952381	0	9.52380952380952e-05	2.38095238095238e-05	4.76190476190476e-05
"197562"	0	0	0	4.76190476190476e-05	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0
"622303"	0	0	0	7.14285714285714e-05	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"551822"	9.52380952380952e-05	2.38095238095238e-05	0	0.000119047619047619	0.000261904761904762	4.76190476190476e-05	0.000142857142857143	2.38095238095238e-05	9.52380952380952e-05	0.000214285714285714	7.14285714285714e-05	7.14285714285714e-05	9.52380952380952e-05	4.76190476190476e-05	4.76190476190476e-05	0	0	4.76190476190476e-05	0	0	0.000119047619047619	2.38095238095238e-05	0	0.000119047619047619	4.76190476190476e-05	0.00069047619047619	0	0	9.52380952380952e-05	2.38095238095238e-05	0	0	2.38095238095238e-05	0.000119047619047619	4.76190476190476e-05	0.000119047619047619	0.000142857142857143	2.38095238095238e-05	0	2.38095238095238e-05
"1084865"	0	0	0	0	0	0	0	0	0	9.52380952380952e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"167373"	0	0	2.38095238095238e-05	0	0	0	0	0	4.76190476190476e-05	7.14285714285714e-05	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0
"524371"	0	0	0	0	0	0.000333333333333333	0	0	0	7.14285714285714e-05	0.00147619047619048	0	0	0.000142857142857143	9.52380952380952e-05	0	0	0	7.14285714285714e-05	0	0.00121428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1076818"	0	0	0	0	4.76190476190476e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	9.52380952380952e-05	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0
"542096"	2.38095238095238e-05	4.76190476190476e-05	7.14285714285714e-05	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0.000404761904761905	0.000761904761904762	2.38095238095238e-05	0.00019047619047619	0.000214285714285714	2.38095238095238e-05	2.38095238095238e-05	7.14285714285714e-05	2.38095238095238e-05	2.38095238095238e-05	2.38095238095238e-05	0	0.00019047619047619	0.000380952380952381	2.38095238095238e-05	4.76190476190476e-05	0.00116666666666667	0	0.000119047619047619	0.000119047619047619	0	0	0	7.14285714285714e-05	0	4.76190476190476e-05	4.76190476190476e-05	7.14285714285714e-05	0.00261904761904762	0.00030952380952381	0.000333333333333333	0.000285714285714286
"367068"	0.000142857142857143	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"185972"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3325984"	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05
"2208658"	0.000166666666666667	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0.000119047619047619	0	0	0	0
"360946"	0.000166666666666667	0	2.38095238095238e-05	0	0.00080952380952381	4.76190476190476e-05	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0.00176190476190476	0.00226190476190476	0.00357142857142857	0	0.000404761904761905	0.00145238095238095	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0.000785714285714286	0	0.00483333333333333	2.38095238095238e-05	0	0.00285714285714286	0	0	0	0	2.38095238095238e-05
"186057"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4449851"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0
"36647"	2.38095238095238e-05	0	7.14285714285714e-05	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0.000166666666666667	2.38095238095238e-05	2.38095238095238e-05	0.000214285714285714	4.76190476190476e-05	2.38095238095238e-05	0	4.76190476190476e-05	2.38095238095238e-05	0	0	0.000166666666666667	0.000119047619047619	4.76190476190476e-05	0	0	0	0	0.000119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0.000285714285714286
"112758"	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"311464"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"147100"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0
"132892"	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0.000452380952380952	0	0	2.38095238095238e-05	0	0	0	0	0	0.000238095238095238	0	0	0
"583256"	4.76190476190476e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	4.76190476190476e-05	4.76190476190476e-05	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	9.52380952380952e-05
"352747"	0.000452380952380952	0.000119047619047619	2.38095238095238e-05	0	9.52380952380952e-05	7.14285714285714e-05	0	0	0.000119047619047619	0	0	0	0	0	0	0	2.38095238095238e-05	0	7.14285714285714e-05	2.38095238095238e-05	2.38095238095238e-05	4.76190476190476e-05	0	4.76190476190476e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0
"4095596"	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	2.38095238095238e-05	4.76190476190476e-05	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0
"367688"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0
"198270"	0	0	0	0	0	0	7.14285714285714e-05	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"321078"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"178616"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0
"178342"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"195843"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0
"4451251"	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0
"585480"	0.000238095238095238	0.000285714285714286	9.52380952380952e-05	0.00195238095238095	4.76190476190476e-05	2.38095238095238e-05	0	0	0.00292857142857143	2.38095238095238e-05	0.000261904761904762	0.000952380952380952	0	0	0.000666666666666667	0.00019047619047619	0.00133333333333333	0.000571428571428571	4.76190476190476e-05	0.0015952380952381	0.00371428571428571	0.00216666666666667	0	0.000976190476190476	0.000214285714285714	0	0.000119047619047619	0	0	0.000238095238095238	0	0.000166666666666667	0	0.000880952380952381	0.000476190476190476	0	2.38095238095238e-05	0	0.00154761904761905	0.00330952380952381
"196386"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0	0	0.000285714285714286	0	0	0	0	0	0	0
"196381"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166666666666667	0	0	9.52380952380952e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"196382"	2.38095238095238e-05	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	7.14285714285714e-05	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05
"174043"	4.76190476190476e-05	0.000142857142857143	2.38095238095238e-05	0.000380952380952381	7.14285714285714e-05	0	0	0	7.14285714285714e-05	0.000166666666666667	0	0	0	0	0	2.38095238095238e-05	0	0	4.76190476190476e-05	9.52380952380952e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0
"174044"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0
"174519"	0	4.76190476190476e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0
"222842"	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166666666666667	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0
"2959075"	2.38095238095238e-05	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"34139"	0	2.38095238095238e-05	0	2.38095238095238e-05	2.38095238095238e-05	7.14285714285714e-05	4.76190476190476e-05	2.38095238095238e-05	2.38095238095238e-05	0	0	0	7.14285714285714e-05	0	0	4.76190476190476e-05	0	0	0	0.000166666666666667	0	4.76190476190476e-05	0	0	0	2.38095238095238e-05	0	0	0	0	4.76190476190476e-05	0	2.38095238095238e-05	2.38095238095238e-05	0	4.76190476190476e-05	0	2.38095238095238e-05	0	2.38095238095238e-05
"184209"	0	0	4.76190476190476e-05	2.38095238095238e-05	4.76190476190476e-05	7.14285714285714e-05	2.38095238095238e-05	0	0	0	0.000119047619047619	0	9.52380952380952e-05	0	0	2.38095238095238e-05	0	0	0	7.14285714285714e-05	2.38095238095238e-05	9.52380952380952e-05	7.14285714285714e-05	0	2.38095238095238e-05	4.76190476190476e-05	7.14285714285714e-05	4.76190476190476e-05	4.76190476190476e-05	2.38095238095238e-05	0.000119047619047619	4.76190476190476e-05	4.76190476190476e-05	0	2.38095238095238e-05	0	0	9.52380952380952e-05	0	2.38095238095238e-05
"545038"	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"804526"	0.00185714285714286	0.000928571428571429	0.000285714285714286	0	0.000285714285714286	0.000166666666666667	0	0.000285714285714286	0.000595238095238095	0	0.000119047619047619	9.52380952380952e-05	0	0.000142857142857143	9.52380952380952e-05	0.000238095238095238	9.52380952380952e-05	0.000214285714285714	0.000571428571428571	4.76190476190476e-05	9.52380952380952e-05	5e-04	0	0.00019047619047619	0	0	0	0	0	9.52380952380952e-05	0	0.000119047619047619	0	0.000166666666666667	0.000238095238095238	4.76190476190476e-05	0	0	9.52380952380952e-05	0.000214285714285714
"180045"	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	9.52380952380952e-05	2.38095238095238e-05	0.000142857142857143	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	2.38095238095238e-05	2.38095238095238e-05	0	0	0	4.76190476190476e-05	0	2.38095238095238e-05	0	0	0	4.76190476190476e-05	0	2.38095238095238e-05	0	0	4.76190476190476e-05	0.000166666666666667
"228199"	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0
"851323"	0.000642857142857143	0.000166666666666667	0	0.000214285714285714	0.000261904761904762	0.000547619047619048	0.000619047619047619	0.000166666666666667	5e-04	0.000738095238095238	0.00152380952380952	0.000928571428571429	0.00278571428571429	4.76190476190476e-05	0.000119047619047619	9.52380952380952e-05	2.38095238095238e-05	0.000261904761904762	9.52380952380952e-05	2.38095238095238e-05	0.00107142857142857	0.000357142857142857	0	5e-04	0	0	0	0.00235714285714286	0.000428571428571429	0.000238095238095238	0	4.76190476190476e-05	0.000761904761904762	0.000404761904761905	0.000404761904761905	0.000666666666666667	2.38095238095238e-05	0.000166666666666667	0.000666666666666667	0.00123809523809524
"145856"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0
"3756485"	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05
"188694"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"188690"	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0
"358112"	0.00019047619047619	0.000285714285714286	0.000238095238095238	0	0.000333333333333333	4.76190476190476e-05	0.000119047619047619	0.00019047619047619	0.00030952380952381	0	7.14285714285714e-05	9.52380952380952e-05	0.000119047619047619	0	2.38095238095238e-05	7.14285714285714e-05	9.52380952380952e-05	0.00019047619047619	0.000119047619047619	4.76190476190476e-05	0.000642857142857143	0.000547619047619048	0.000214285714285714	0.000380952380952381	0.000452380952380952	0.000452380952380952	0.00188095238095238	0	0	9.52380952380952e-05	7.14285714285714e-05	0.000238095238095238	0.000142857142857143	9.52380952380952e-05	0.000428571428571429	0.000238095238095238	0	5e-04	9.52380952380952e-05	9.52380952380952e-05
"2230862"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"4342682"	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"77514"	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0
"342947"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0
"1078373"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52380952380952e-05	4.76190476190476e-05	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0
"844006"	0.000166666666666667	0	0	0	7.14285714285714e-05	0	0	4.76190476190476e-05	0.000119047619047619	0	0	0	0	9.52380952380952e-05	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	0.000142857142857143	0	0	0	0	0	0	0	0	0	0
"299851"	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0
"2200896"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0
"177343"	0	0	4.76190476190476e-05	0	0	0	0	0	4.76190476190476e-05	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	9.52380952380952e-05	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	4.76190476190476e-05	0	2.38095238095238e-05	4.76190476190476e-05	0.00116666666666667	0	0
"110075"	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"192015"	0.00030952380952381	2.38095238095238e-05	2.38095238095238e-05	0.000119047619047619	2.38095238095238e-05	2.38095238095238e-05	0	4.76190476190476e-05	0.00019047619047619	0.000261904761904762	2.38095238095238e-05	0	4.76190476190476e-05	2.38095238095238e-05	0	0	4.76190476190476e-05	0	2.38095238095238e-05	7.14285714285714e-05	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0.000119047619047619	0	0	0	0.000357142857142857	7.14285714285714e-05	0	0	4.76190476190476e-05	0	0	9.52380952380952e-05	0	2.38095238095238e-05
"287645"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0
"192018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"337760"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019047619047619	0	0	0
"337765"	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"538322"	0.000523809523809524	0.000166666666666667	4.76190476190476e-05	0	0.000214285714285714	2.38095238095238e-05	0	7.14285714285714e-05	0.000333333333333333	0	0.000404761904761905	0.00111904761904762	0	0.000404761904761905	0.000142857142857143	0.000119047619047619	9.52380952380952e-05	2.38095238095238e-05	0.000285714285714286	0	0.000119047619047619	2.38095238095238e-05	0	0.000214285714285714	9.52380952380952e-05	0	7.14285714285714e-05	0	0	0.000595238095238095	0	0.000261904761904762	0.000166666666666667	7.14285714285714e-05	0.000380952380952381	0	0	0	0.000142857142857143	0.000142857142857143
"106235"	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0.000261904761904762	0	0	0
"589076"	0.00252380952380952	0.000952380952380952	0.000428571428571429	2.38095238095238e-05	0.000452380952380952	0	0	0.00019047619047619	0	0	0.000214285714285714	0.000166666666666667	0.001	0	0	0	2.38095238095238e-05	4.76190476190476e-05	0.000976190476190476	0.000166666666666667	0.000357142857142857	0.000142857142857143	0	0	0	0	0	0	4.76190476190476e-05	0.000142857142857143	0	0	0	0.000452380952380952	0	0	0	0	0.000619047619047619	0.000380952380952381
"2901960"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"589071"	0.000833333333333333	0.000261904761904762	0.016	0.000833333333333333	0.00802380952380952	0.00107142857142857	0.0152619047619048	0.019	0.0200952380952381	0.0234761904761905	0.0143809523809524	0.0511428571428571	0.00245238095238095	0.000642857142857143	0.00247619047619048	0.00226190476190476	0.00459523809523809	0.000785714285714286	0.000380952380952381	0.00495238095238095	0.0217380952380952	0.00664285714285714	0.0172142857142857	0.00811904761904762	0.00566666666666667	0.000261904761904762	0.0640952380952381	0.0237619047619048	0.0106904761904762	0.022547619047619	0.00019047619047619	0.00161904761904762	0.0458809523809524	0.0219761904761905	0.0079047619047619	0.0106904761904762	0.0862380952380952	0.1265	0.023452380952381	0.00973809523809524
"332803"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0
"4455388"	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"183804"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0
"4120404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0
"1093466"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"205148"	0	0.00019047619047619	0	2.38095238095238e-05	0.00030952380952381	0	2.38095238095238e-05	0	0.000904761904761905	4.76190476190476e-05	0.00019047619047619	0	2.38095238095238e-05	0.000785714285714286	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	5e-04	0	0.000357142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"309006"	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"328238"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0
